 Date,XAUUSD Open,XAUUSD Low,XAUUSD High,XAUUSD Close,XAUUSD Adj. Close
4/18/2017,"1,284.71","1,279.05","1,292.40","1,289.76","1,289.76"
4/17/2017,"1,290.30","1,281.45","1,295.56","1,284.71","1,284.71"
4/14/2017,"1,287.92","1,283.78","1,290.59","1,285.69","1,285.69"
4/13/2017,"1,286.78","1,281.92","1,288.67","1,287.92","1,287.92"
4/12/2017,"1,274.86","1,272.03","1,286.87","1,286.78","1,286.78"
4/11/2017,"1,254.68","1,253.18","1,275.25","1,274.86","1,274.86"
4/10/2017,"1,253.94","1,247.23","1,257.20","1,254.68","1,254.68"
4/7/2017,"1,251.70","1,250.68","1,270.87","1,254.53","1,254.53"
4/6/2017,"1,255.76","1,249.90","1,259.01","1,251.70","1,251.70"
4/5/2017,"1,256.28","1,243.81","1,257.41","1,255.76","1,255.76"
4/4/2017,"1,253.50","1,253.34","1,261.34","1,256.28","1,256.28"
4/3/2017,"1,250.14","1,244.58","1,253.80","1,253.50","1,253.50"
3/31/2017,"1,242.64","1,239.77","1,250.67","1,249.20","1,249.20"
3/30/2017,"1,253.33","1,242.51","1,253.93","1,242.64","1,242.64"
3/29/2017,"1,251.82","1,247.38","1,254.78","1,253.45","1,253.45"
3/28/2017,"1,254.86","1,247.76","1,258.49","1,251.82","1,251.82"
3/27/2017,"1,246.04","1,246.04","1,261.08","1,254.86","1,254.86"
3/24/2017,"1,245.20","1,241.04","1,251.97","1,243.57","1,243.57"
3/23/2017,"1,248.84","1,242.88","1,253.28","1,245.20","1,245.20"
3/22/2017,"1,244.81","1,243.14","1,251.42","1,248.84","1,248.84"
3/21/2017,"1,234.24","1,226.97","1,247.65","1,244.81","1,244.81"
3/20/2017,"1,229.36","1,229.21","1,235.62","1,234.24","1,234.24"
3/17/2017,"1,226.61","1,224.54","1,231.74","1,229.26","1,229.26"
3/16/2017,"1,219.88","1,218.19","1,233.81","1,226.61","1,226.61"
3/15/2017,"1,199.02","1,197.59","1,222.09","1,219.88","1,219.88"
3/14/2017,"1,204.30","1,197.42","1,207.71","1,199.12","1,199.12"
3/13/2017,"1,205.68","1,202.51","1,211.30","1,204.30","1,204.30"
3/10/2017,"1,201.20","1,195.08","1,206.43","1,204.64","1,204.64"
3/9/2017,"1,208.31","1,199.35","1,209.09","1,201.24","1,201.24"
3/8/2017,"1,215.86","1,206.73","1,218.65","1,208.31","1,208.31"
3/7/2017,"1,225.29","1,214.25","1,227.27","1,215.86","1,215.86"
3/6/2017,"1,233.74","1,224.99","1,236.95","1,225.29","1,225.29"
3/3/2017,"1,234.25","1,222.94","1,236.34","1,234.81","1,234.81"
3/2/2017,"1,249.69","1,231.06","1,250.16","1,234.25","1,234.25"
3/1/2017,"1,248.47","1,237.01","1,250.73","1,249.69","1,249.69"
2/28/2017,"1,252.73","1,247.74","1,258.48","1,248.44","1,248.44"
2/27/2017,"1,257.90","1,251.05","1,263.94","1,252.73","1,252.73"
2/24/2017,"1,249.48","1,247.86","1,260.23","1,257.19","1,257.19"
2/23/2017,"1,237.44","1,235.83","1,251.22","1,249.56","1,249.56"
2/22/2017,"1,235.88","1,231.29","1,240.72","1,237.44","1,237.44"
2/21/2017,"1,238.47","1,226.23","1,239.06","1,235.74","1,235.74"
2/20/2017,"1,235.25","1,232.85","1,239.08","1,238.47","1,238.47"
2/17/2017,"1,239.04","1,234.34","1,243.88","1,234.60","1,234.60"
2/16/2017,"1,233.70","1,232.21","1,242.46","1,239.04","1,239.04"
2/15/2017,"1,228.13","1,216.78","1,233.76","1,233.70","1,233.70"
2/14/2017,"1,225.26","1,221.98","1,234.65","1,228.13","1,228.13"
2/13/2017,"1,232.90","1,219.42","1,233.17","1,225.26","1,225.26"
2/10/2017,"1,228.36","1,221.78","1,237.23","1,233.62","1,233.62"
2/9/2017,"1,241.53","1,225.69","1,244.59","1,228.36","1,228.36"
2/8/2017,"1,233.85","1,230.15","1,244.80","1,241.53","1,241.53"
2/7/2017,"1,235.53","1,227.80","1,235.82","1,233.85","1,233.85"
2/6/2017,"1,220.35","1,219.27","1,235.70","1,235.53","1,235.53"
2/3/2017,"1,215.96","1,207.29","1,221.52","1,220.30","1,220.30"
2/2/2017,"1,209.84","1,208.53","1,225.39","1,215.96","1,215.96"
2/1/2017,"1,210.72","1,198.24","1,213.32","1,209.84","1,209.84"
1/31/2017,"1,195.70","1,193.84","1,215.46","1,210.72","1,210.72"
1/30/2017,"1,192.95","1,188.33","1,199.52","1,195.70","1,195.70"
1/27/2017,"1,188.50","1,180.66","1,191.69","1,191.20","1,191.20"
1/26/2017,"1,200.69","1,184.52","1,202.77","1,188.50","1,188.50"
1/25/2017,"1,208.94","1,193.38","1,209.85","1,200.69","1,200.69"
1/24/2017,"1,218.23","1,206.73","1,220.26","1,208.94","1,208.94"
1/23/2017,"1,209.74","1,209.39","1,219.55","1,218.23","1,218.23"
1/20/2017,"1,204.85","1,198.68","1,214.88","1,210.32","1,210.32"
1/19/2017,"1,204.23","1,195.95","1,206.65","1,204.85","1,204.85"
1/18/2017,"1,217.07","1,202.48","1,217.93","1,204.30","1,204.30"
1/17/2017,"1,202.75","1,202.53","1,218.92","1,217.07","1,217.07"
1/16/2017,"1,197.21","1,196.86","1,208.72","1,202.73","1,202.73"
1/13/2017,"1,195.43","1,187.94","1,200.83","1,197.34","1,197.34"
1/12/2017,"1,191.62","1,190.84","1,207.07","1,195.43","1,195.43"
1/11/2017,"1,187.88","1,177.28","1,198.40","1,191.62","1,191.62"
1/10/2017,"1,181.10","1,180.29","1,190.65","1,187.88","1,187.88"
1/9/2017,"1,172.66","1,172.02","1,186.24","1,181.10","1,181.10"
1/6/2017,"1,180.12","1,171.05","1,182.76","1,172.63","1,172.63"
1/5/2017,"1,163.65","1,163.10","1,185.14","1,180.12","1,180.12"
1/4/2017,"1,158.84","1,156.30","1,168.03","1,163.65","1,163.65"
1/3/2017,"1,150.59","1,146.17","1,164.50","1,158.84","1,158.84"
12/30/2016,"1,158.05","1,147.36","1,163.34","1,147.50","1,147.50"
12/29/2016,"1,141.67","1,141.64","1,159.48","1,158.19","1,158.19"
12/28/2016,"1,138.78","1,136.47","1,144.56","1,141.67","1,141.67"
12/27/2016,"1,133.95","1,131.78","1,150.75","1,138.78","1,138.78"
12/23/2016,"1,128.38","1,128.14","1,135.84","1,133.30","1,133.30"
12/22/2016,"1,131.61","1,127.90","1,134.17","1,128.38","1,128.38"
12/21/2016,"1,132.35","1,129.49","1,137.22","1,131.61","1,131.61"
12/20/2016,"1,138.21","1,125.87","1,139.84","1,132.35","1,132.35"
12/19/2016,"1,133.95","1,133.93","1,142.44","1,138.21","1,138.21"
12/16/2016,"1,128.50","1,126.10","1,141.38","1,134.88","1,134.88"
12/15/2016,"1,142.98","1,122.89","1,146.10","1,128.50","1,128.50"
12/14/2016,"1,158.54","1,139.48","1,165.28","1,142.95","1,142.95"
12/13/2016,"1,162.22","1,154.69","1,165.09","1,158.54","1,158.54"
12/12/2016,"1,159.28","1,151.44","1,165.92","1,162.22","1,162.22"
12/9/2016,"1,170.78","1,156.45","1,172.16","1,159.86","1,159.86"
12/8/2016,"1,173.98","1,169.29","1,178.79","1,170.78","1,170.78"
12/7/2016,"1,169.85","1,165.76","1,180.32","1,173.98","1,173.98"
12/6/2016,"1,170.31","1,167.03","1,175.42","1,169.85","1,169.85"
12/5/2016,"1,181.19","1,157.26","1,188.18","1,170.38","1,170.38"
12/2/2016,"1,171.69","1,164.92","1,178.13","1,177.43","1,177.43"
12/1/2016,"1,173.21","1,160.80","1,176.82","1,171.69","1,171.69"
11/30/2016,"1,188.45","1,170.78","1,195.02","1,173.20","1,173.20"
11/29/2016,"1,194.00","1,181.15","1,195.28","1,188.31","1,188.31"
11/28/2016,"1,184.77","1,182.95","1,197.72","1,194.00","1,194.00"
11/25/2016,"1,181.67","1,171.18","1,193.33","1,183.56","1,183.56"
11/24/2016,"1,188.32","1,180.38","1,190.98","1,181.67","1,181.67"
11/23/2016,"1,212.39","1,181.84","1,215.06","1,188.32","1,188.32"
11/22/2016,"1,214.23","1,206.21","1,221.16","1,212.32","1,212.32"
11/21/2016,"1,206.36","1,205.73","1,217.76","1,214.23","1,214.23"
11/18/2016,"1,216.42","1,202.96","1,217.94","1,207.89","1,207.89"
11/17/2016,"1,224.99","1,211.13","1,231.52","1,216.42","1,216.42"
11/16/2016,"1,228.73","1,221.55","1,233.18","1,224.99","1,224.99"
11/15/2016,"1,221.35","1,219.00","1,231.65","1,228.73","1,228.73"
11/14/2016,"1,228.14","1,211.68","1,231.38","1,221.35","1,221.35"
11/11/2016,"1,259.06","1,219.25","1,265.49","1,227.64","1,227.64"
11/10/2016,"1,277.98","1,252.44","1,292.34","1,259.20","1,259.20"
11/9/2016,"1,275.68","1,268.30","1,337.38","1,277.98","1,277.98"
11/8/2016,"1,281.64","1,272.95","1,290.76","1,275.68","1,275.68"
11/7/2016,"1,290.06","1,278.23","1,295.90","1,281.64","1,281.64"
11/4/2016,"1,302.68","1,294.86","1,307.25","1,305.06","1,305.06"
11/3/2016,"1,296.81","1,285.75","1,306.87","1,302.70","1,302.70"
11/2/2016,"1,288.32","1,287.46","1,308.02","1,296.81","1,296.81"
11/1/2016,"1,277.21","1,275.64","1,291.98","1,288.20","1,288.20"
10/31/2016,"1,277.97","1,271.29","1,279.65","1,277.21","1,277.21"
10/28/2016,"1,268.40","1,262.02","1,284.20","1,275.47","1,275.47"
10/27/2016,"1,267.10","1,265.05","1,272.83","1,268.40","1,268.40"
10/26/2016,"1,274.08","1,264.79","1,276.57","1,267.10","1,267.10"
10/25/2016,"1,264.44","1,262.12","1,276.78","1,273.87","1,273.87"
10/24/2016,"1,265.90","1,260.48","1,272.01","1,264.44","1,264.44"
10/21/2016,"1,265.76","1,261.26","1,268.08","1,266.46","1,266.46"
10/20/2016,"1,269.23","1,264.95","1,274.57","1,265.76","1,265.76"
10/19/2016,"1,262.50","1,260.37","1,273.45","1,269.23","1,269.23"
10/18/2016,"1,255.84","1,255.17","1,264.77","1,262.50","1,262.50"
10/17/2016,"1,251.62","1,250.43","1,257.30","1,255.85","1,255.85"
10/14/2016,"1,258.06","1,246.21","1,259.52","1,251.03","1,251.03"
10/13/2016,"1,255.25","1,253.19","1,262.39","1,258.09","1,258.09"
10/12/2016,"1,252.71","1,249.84","1,258.93","1,255.25","1,255.25"
10/11/2016,"1,259.65","1,252.70","1,262.29","1,252.80","1,252.80"
10/10/2016,"1,257.07","1,256.72","1,265.02","1,259.65","1,259.65"
10/7/2016,"1,254.38","1,241.51","1,265.48","1,257.08","1,257.08"
10/6/2016,"1,266.85","1,249.94","1,269.56","1,254.38","1,254.38"
10/5/2016,"1,268.36","1,262.22","1,277.20","1,266.85","1,266.85"
10/4/2016,"1,311.60","1,267.08","1,313.12","1,268.44","1,268.44"
10/3/2016,"1,318.15","1,309.35","1,319.69","1,311.60","1,311.60"
9/30/2016,"1,320.37","1,313.31","1,328.19","1,315.87","1,315.87"
9/29/2016,"1,321.54","1,316.18","1,325.96","1,320.37","1,320.37"
9/28/2016,"1,327.35","1,318.06","1,327.65","1,321.54","1,321.54"
9/27/2016,"1,337.95","1,324.68","1,339.68","1,327.32","1,327.32"
9/26/2016,"1,337.23","1,332.81","1,342.19","1,337.95","1,337.95"
9/23/2016,"1,337.36","1,333.91","1,340.71","1,337.56","1,337.56"
9/22/2016,"1,335.17","1,331.33","1,343.72","1,337.07","1,337.07"
9/21/2016,"1,314.87","1,307.88","1,337.06","1,335.17","1,335.17"
9/20/2016,"1,313.13","1,312.08","1,318.00","1,314.84","1,314.84"
9/19/2016,"1,311.23","1,309.56","1,318.56","1,313.19","1,313.19"
9/16/2016,"1,314.75","1,306.27","1,318.17","1,310.35","1,310.35"
9/15/2016,"1,322.94","1,309.40","1,328.71","1,314.75","1,314.75"
9/14/2016,"1,319.03","1,314.24","1,326.08","1,322.94","1,322.94"
9/13/2016,"1,327.82","1,315.76","1,332.15","1,319.05","1,319.05"
9/12/2016,"1,328.30","1,320.85","1,330.35","1,327.82","1,327.82"
9/9/2016,"1,338.30","1,327.65","1,339.66","1,327.83","1,327.83"
9/8/2016,"1,345.01","1,335.50","1,349.51","1,338.30","1,338.30"
9/7/2016,"1,350.00","1,342.80","1,352.74","1,345.18","1,345.18"
9/6/2016,"1,327.37","1,325.02","1,352.66","1,350.00","1,350.00"
9/5/2016,"1,324.39","1,321.91","1,328.69","1,327.08","1,327.08"
9/2/2016,"1,313.89","1,304.83","1,330.20","1,325.21","1,325.21"
9/1/2016,"1,308.97","1,302.56","1,315.25","1,313.89","1,313.89"
8/31/2016,"1,311.11","1,304.29","1,316.22","1,308.97","1,308.97"
8/30/2016,"1,323.33","1,309.34","1,325.59","1,311.11","1,311.11"
8/29/2016,"1,320.80","1,314.99","1,325.24","1,323.38","1,323.38"
8/26/2016,"1,321.97","1,318.47","1,342.36","1,321.18","1,321.18"
8/25/2016,"1,324.14","1,318.18","1,327.13","1,321.97","1,321.97"
8/24/2016,"1,337.56","1,323.86","1,340.24","1,324.13","1,324.13"
8/23/2016,"1,339.04","1,335.24","1,344.83","1,337.56","1,337.56"
8/22/2016,"1,341.36","1,331.82","1,341.36","1,339.09","1,339.09"
8/19/2016,"1,352.46","1,337.88","1,352.99","1,341.47","1,341.47"
8/18/2016,"1,348.73","1,346.19","1,356.18","1,352.36","1,352.36"
8/17/2016,"1,346.09","1,337.40","1,351.79","1,348.73","1,348.73"
8/16/2016,"1,339.40","1,339.26","1,358.21","1,346.24","1,346.24"
8/15/2016,"1,337.89","1,335.80","1,343.95","1,339.40","1,339.40"
8/12/2016,"1,338.78","1,333.37","1,356.29","1,335.97","1,335.97"
8/11/2016,"1,346.52","1,335.86","1,353.45","1,338.78","1,338.78"
8/10/2016,"1,340.73","1,340.19","1,357.37","1,346.61","1,346.61"
8/9/2016,"1,335.31","1,330.67","1,342.75","1,340.73","1,340.73"
8/8/2016,"1,335.14","1,330.00","1,338.33","1,335.31","1,335.31"
8/5/2016,"1,361.15","1,334.87","1,364.80","1,336.00","1,336.00"
8/4/2016,"1,358.18","1,349.24","1,365.13","1,361.15","1,361.15"
8/3/2016,"1,363.88","1,354.29","1,366.59","1,358.18","1,358.18"
8/2/2016,"1,353.15","1,347.14","1,367.34","1,363.57","1,363.57"
8/1/2016,"1,350.39","1,346.45","1,354.94","1,353.15","1,353.15"
7/29/2016,"1,335.75","1,328.65","1,355.11","1,351.28","1,351.28"
7/28/2016,"1,339.38","1,332.60","1,345.70","1,335.75","1,335.75"
7/27/2016,"1,320.26","1,315.93","1,342.52","1,340.08","1,340.08"
7/26/2016,"1,315.60","1,313.80","1,324.56","1,320.26","1,320.26"
7/25/2016,"1,322.73","1,312.36","1,323.81","1,315.60","1,315.60"
7/22/2016,"1,331.15","1,319.77","1,333.92","1,322.73","1,322.73"
7/21/2016,"1,316.05","1,310.85","1,333.97","1,331.43","1,331.43"
7/20/2016,"1,332.01","1,312.74","1,338.40","1,316.06","1,316.06"
7/19/2016,"1,328.85","1,325.69","1,335.13","1,332.01","1,332.01"
7/18/2016,"1,332.45","1,323.55","1,335.61","1,328.85","1,328.85"
7/15/2016,"1,335.23","1,322.61","1,339.15","1,337.45","1,337.45"
7/14/2016,"1,342.65","1,320.35","1,347.27","1,335.23","1,335.23"
7/13/2016,"1,333.05","1,327.61","1,345.41","1,342.64","1,342.64"
7/12/2016,"1,355.38","1,330.41","1,357.86","1,333.10","1,333.10"
7/11/2016,"1,369.70","1,350.90","1,375.34","1,355.40","1,355.40"
7/8/2016,"1,360.45","1,335.47","1,370.39","1,366.33","1,366.33"
7/7/2016,"1,363.78","1,350.89","1,370.91","1,360.45","1,360.45"
7/6/2016,"1,356.45","1,356.15","1,375.28","1,363.78","1,363.78"
7/5/2016,"1,350.79","1,338.22","1,357.75","1,356.45","1,356.45"
7/4/2016,"1,341.85","1,337.21","1,357.63","1,350.79","1,350.79"
7/1/2016,"1,321.90","1,320.64","1,344.52","1,341.35","1,341.35"
6/30/2016,"1,319.07","1,312.95","1,324.13","1,321.90","1,321.90"
6/29/2016,"1,311.77","1,310.85","1,327.99","1,319.15","1,319.15"
6/28/2016,"1,324.60","1,305.60","1,326.27","1,311.79","1,311.79"
6/27/2016,"1,323.21","1,317.67","1,335.55","1,324.60","1,324.60"
6/24/2016,"1,256.84","1,250.89","1,358.54","1,315.75","1,315.75"
6/23/2016,"1,266.20","1,255.37","1,272.04","1,256.84","1,256.84"
6/22/2016,"1,268.11","1,261.27","1,270.83","1,266.22","1,266.22"
6/21/2016,"1,290.22","1,264.64","1,294.02","1,268.12","1,268.12"
6/20/2016,"1,290.50","1,278.10","1,292.37","1,289.90","1,289.90"
6/17/2016,"1,278.44","1,276.67","1,299.75","1,298.65","1,298.65"
6/16/2016,"1,291.72","1,277.31","1,315.71","1,278.43","1,278.43"
6/15/2016,"1,285.71","1,278.55","1,296.92","1,291.75","1,291.75"
6/14/2016,"1,283.86","1,276.27","1,289.97","1,285.72","1,285.72"
6/13/2016,"1,275.59","1,272.56","1,287.31","1,283.86","1,283.86"
6/10/2016,"1,269.80","1,264.71","1,278.21","1,274.24","1,274.24"
6/9/2016,"1,262.80","1,256.91","1,271.80","1,269.80","1,269.80"
6/8/2016,"1,243.81","1,243.16","1,264.50","1,262.80","1,262.80"
6/7/2016,"1,245.33","1,234.85","1,246.70","1,243.81","1,243.81"
6/6/2016,"1,244.39","1,240.07","1,248.85","1,245.34","1,245.34"
6/3/2016,"1,211.00","1,207.11","1,245.09","1,244.20","1,244.20"
6/2/2016,"1,212.98","1,209.93","1,217.77","1,211.00","1,211.00"
6/1/2016,"1,215.32","1,206.11","1,220.56","1,212.98","1,212.98"
5/31/2016,"1,204.95","1,204.90","1,218.37","1,215.32","1,215.32"
5/30/2016,"1,213.20","1,199.80","1,213.65","1,204.95","1,204.95"
5/27/2016,"1,219.93","1,206.94","1,223.69","1,212.38","1,212.38"
5/26/2016,"1,224.38","1,218.38","1,234.36","1,219.80","1,219.80"
5/25/2016,"1,227.21","1,217.93","1,230.30","1,224.41","1,224.41"
5/24/2016,"1,249.10","1,226.39","1,252.34","1,227.21","1,227.21"
5/23/2016,"1,250.27","1,243.25","1,256.24","1,249.13","1,249.13"
5/20/2016,"1,254.75","1,248.91","1,260.37","1,251.98","1,251.98"
5/19/2016,"1,258.50","1,243.90","1,261.35","1,254.75","1,254.75"
5/18/2016,"1,278.94","1,255.23","1,281.60","1,258.50","1,258.50"
5/17/2016,"1,273.97","1,269.10","1,282.35","1,278.95","1,278.95"
5/16/2016,"1,273.05","1,271.11","1,288.83","1,274.16","1,274.16"
5/13/2016,"1,263.65","1,263.01","1,276.43","1,273.45","1,273.45"
5/12/2016,"1,277.21","1,261.84","1,281.00","1,263.68","1,263.68"
5/11/2016,"1,265.82","1,264.90","1,279.23","1,277.21","1,277.21"
5/10/2016,"1,263.50","1,256.96","1,270.20","1,265.84","1,265.84"
5/9/2016,"1,285.95","1,261.41","1,287.65","1,263.88","1,263.88"
5/6/2016,"1,277.72","1,274.57","1,295.73","1,288.99","1,288.99"
5/5/2016,"1,279.67","1,268.99","1,286.59","1,277.74","1,277.74"
5/4/2016,"1,286.53","1,271.93","1,289.73","1,279.68","1,279.68"
5/3/2016,"1,291.52","1,282.27","1,301.89","1,286.50","1,286.50"
5/2/2016,"1,293.00","1,287.76","1,303.82","1,291.55","1,291.55"
4/29/2016,"1,266.26","1,265.15","1,296.85","1,293.53","1,293.53"
4/28/2016,"1,245.83","1,237.84","1,269.75","1,266.26","1,266.26"
4/27/2016,"1,243.40","1,240.34","1,252.83","1,245.83","1,245.83"
4/26/2016,"1,237.97","1,231.41","1,245.01","1,243.40","1,243.40"
4/25/2016,"1,232.75","1,230.14","1,242.39","1,237.97","1,237.97"
4/22/2016,"1,248.05","1,227.51","1,252.67","1,233.03","1,233.03"
4/21/2016,"1,244.20","1,243.04","1,270.38","1,248.05","1,248.05"
4/20/2016,"1,250.19","1,242.51","1,258.13","1,244.25","1,244.25"
4/19/2016,"1,232.44","1,227.74","1,256.72","1,250.19","1,250.19"
4/18/2016,"1,236.73","1,230.23","1,241.74","1,232.49","1,232.49"
4/15/2016,"1,227.89","1,225.37","1,236.02","1,233.99","1,233.99"
4/14/2016,"1,242.47","1,223.95","1,244.20","1,227.89","1,227.89"
4/13/2016,"1,255.10","1,239.91","1,256.83","1,242.47","1,242.47"
4/12/2016,"1,257.88","1,251.27","1,262.79","1,255.63","1,255.63"
4/11/2016,"1,240.25","1,240.02","1,258.85","1,257.88","1,257.88"
4/8/2016,"1,240.48","1,229.74","1,242.88","1,240.69","1,240.69"
4/7/2016,"1,222.45","1,222.42","1,243.34","1,240.45","1,240.45"
4/6/2016,"1,231.15","1,217.17","1,232.37","1,222.47","1,222.47"
4/5/2016,"1,215.53","1,214.94","1,236.87","1,231.35","1,231.35"
4/4/2016,"1,218.70","1,214.75","1,222.74","1,215.43","1,215.43"
4/1/2016,"1,232.72","1,209.05","1,235.43","1,222.60","1,222.60"
3/31/2016,"1,225.02","1,223.92","1,240.56","1,232.75","1,232.75"
3/30/2016,"1,242.20","1,223.34","1,244.26","1,225.02","1,225.02"
3/29/2016,"1,221.70","1,215.40","1,243.14","1,242.20","1,242.20"
3/28/2016,"1,214.70","1,208.38","1,223.22","1,221.71","1,221.71"
3/25/2016,"1,216.81","1,216.81","1,217.10","1,217.05","1,217.05"
3/24/2016,"1,220.13","1,212.24","1,223.87","1,216.82","1,216.82"
3/23/2016,"1,248.32","1,215.43","1,249.51","1,220.11","1,220.11"
3/22/2016,"1,243.80","1,242.45","1,260.34","1,248.32","1,248.32"
3/21/2016,"1,254.60","1,240.73","1,256.10","1,243.75","1,243.75"
3/18/2016,"1,257.97","1,247.97","1,267.01","1,255.40","1,255.40"
3/17/2016,"1,262.57","1,254.56","1,271.08","1,257.97","1,257.97"
3/16/2016,"1,232.38","1,226.81","1,264.06","1,262.57","1,262.57"
3/15/2016,"1,235.27","1,225.77","1,238.21","1,232.38","1,232.38"
3/14/2016,"1,250.94","1,229.44","1,261.16","1,235.27","1,235.27"
3/11/2016,"1,272.25","1,248.42","1,284.64","1,249.45","1,249.45"
3/10/2016,"1,253.23","1,237.15","1,273.48","1,272.25","1,272.25"
3/9/2016,"1,261.40","1,243.05","1,265.01","1,253.23","1,253.23"
3/8/2016,"1,267.35","1,260.37","1,278.20","1,261.44","1,261.44"
3/7/2016,"1,259.30","1,256.83","1,273.26","1,267.33","1,267.33"
3/4/2016,"1,264.25","1,250.61","1,279.88","1,258.95","1,258.95"
3/3/2016,"1,239.98","1,237.54","1,268.34","1,264.25","1,264.25"
3/2/2016,"1,232.15","1,224.87","1,244.18","1,239.98","1,239.98"
3/1/2016,"1,238.67","1,227.23","1,248.67","1,232.15","1,232.15"
2/29/2016,"1,222.59","1,216.14","1,241.26","1,238.67","1,238.67"
2/26/2016,"1,233.32","1,211.62","1,240.47","1,223.46","1,223.46"
2/25/2016,"1,228.75","1,221.24","1,242.90","1,232.91","1,232.91"
2/24/2016,"1,226.90","1,221.96","1,253.39","1,228.75","1,228.75"
2/23/2016,"1,208.63","1,207.20","1,228.41","1,226.85","1,226.85"
2/22/2016,"1,226.52","1,202.05","1,226.52","1,208.63","1,208.63"
2/19/2016,"1,230.87","1,220.09","1,234.66","1,226.80","1,226.80"
2/18/2016,"1,208.50","1,200.89","1,240.02","1,230.87","1,230.87"
2/17/2016,"1,200.45","1,195.83","1,213.91","1,208.50","1,208.50"
2/16/2016,"1,209.30","1,191.02","1,217.08","1,200.44","1,200.44"
2/15/2016,"1,237.49","1,202.37","1,237.49","1,209.30","1,209.30"
2/12/2016,"1,246.70","1,232.56","1,248.42","1,237.97","1,237.97"
2/11/2016,"1,197.12","1,196.05","1,263.48","1,246.70","1,246.70"
2/10/2016,"1,189.08","1,181.63","1,197.80","1,197.12","1,197.12"
2/9/2016,"1,189.23","1,185.81","1,199.00","1,189.13","1,189.13"
2/8/2016,"1,171.26","1,164.30","1,200.97","1,189.23","1,189.23"
2/5/2016,"1,155.59","1,145.36","1,174.69","1,173.40","1,173.40"
2/4/2016,"1,142.63","1,139.67","1,157.50","1,155.59","1,155.59"
2/3/2016,"1,129.06","1,124.49","1,145.67","1,142.63","1,142.63"
2/2/2016,"1,128.41","1,122.45","1,131.08","1,129.01","1,129.01"
2/1/2016,"1,117.94","1,115.79","1,129.90","1,128.41","1,128.41"
1/29/2016,"1,115.33","1,108.45","1,118.56","1,118.21","1,118.21"
1/28/2016,"1,124.97","1,111.63","1,126.05","1,115.33","1,115.33"
1/27/2016,"1,119.91","1,115.00","1,128.16","1,124.97","1,124.97"
1/26/2016,"1,108.10","1,107.10","1,123.06","1,119.91","1,119.91"
1/25/2016,"1,097.73","1,097.35","1,109.03","1,107.90","1,107.90"
1/22/2016,"1,101.73","1,094.19","1,102.95","1,097.95","1,097.95"
1/21/2016,"1,100.92","1,092.53","1,104.67","1,101.20","1,101.20"
1/20/2016,"1,087.05","1,087.05","1,109.72","1,100.92","1,100.92"
1/19/2016,"1,089.18","1,082.65","1,094.65","1,087.41","1,087.41"
1/18/2016,"1,089.48","1,087.67","1,093.46","1,089.68","1,089.68"
1/15/2016,"1,078.45","1,076.37","1,097.45","1,088.88","1,088.88"
1/14/2016,"1,093.60","1,071.57","1,095.39","1,078.38","1,078.38"
1/13/2016,"1,086.55","1,079.94","1,095.44","1,093.59","1,093.59"
1/12/2016,"1,094.20","1,083.57","1,099.36","1,086.56","1,086.56"
1/11/2016,"1,103.95","1,093.81","1,108.65","1,094.20","1,094.20"
1/8/2016,"1,108.97","1,092.82","1,113.08","1,104.15","1,104.15"
1/7/2016,"1,093.67","1,091.52","1,110.22","1,108.97","1,108.97"
1/6/2016,"1,077.68","1,075.12","1,095.28","1,093.67","1,093.67"
1/5/2016,"1,074.61","1,072.80","1,082.14","1,077.68","1,077.68"
1/4/2016,"1,062.71","1,061.94","1,083.59","1,074.61","1,074.61"
12/31/2015,"1,061.50","1,058.36","1,063.63","1,061.10","1,061.10"
12/30/2015,"1,069.11","1,059.52","1,072.27","1,061.44","1,061.44"
12/29/2015,"1,069.08","1,067.62","1,075.40","1,069.11","1,069.11"
12/28/2015,"1,075.94","1,066.60","1,077.16","1,069.08","1,069.08"
12/24/2015,"1,070.47","1,070.16","1,077.30","1,076.10","1,076.10"
12/23/2015,"1,072.55","1,068.38","1,075.59","1,070.50","1,070.50"
12/22/2015,"1,078.40","1,071.84","1,080.84","1,072.43","1,072.43"
12/21/2015,"1,066.08","1,064.00","1,081.81","1,078.40","1,078.40"
12/18/2015,"1,051.10","1,050.98","1,071.75","1,066.25","1,066.25"
12/17/2015,"1,072.32","1,047.79","1,073.98","1,051.10","1,051.10"
12/16/2015,"1,061.20","1,061.08","1,078.43","1,072.32","1,072.32"
12/15/2015,"1,060.50","1,059.05","1,068.75","1,061.22","1,061.22"
12/14/2015,"1,073.50","1,058.95","1,077.63","1,059.86","1,059.86"
12/11/2015,"1,071.56","1,062.57","1,079.66","1,074.77","1,074.77"
12/10/2015,"1,072.78","1,069.53","1,076.56","1,071.58","1,071.58"
12/9/2015,"1,074.95","1,069.48","1,085.49","1,072.78","1,072.78"
12/8/2015,"1,071.32","1,067.75","1,079.26","1,074.96","1,074.96"
12/7/2015,"1,085.98","1,066.57","1,086.77","1,071.34","1,071.34"
12/4/2015,"1,062.18","1,058.32","1,088.93","1,086.44","1,086.44"
12/3/2015,"1,053.70","1,046.44","1,065.55","1,062.11","1,062.11"
12/2/2015,"1,069.30","1,050.76","1,071.66","1,053.70","1,053.70"
12/1/2015,"1,064.72","1,063.41","1,074.76","1,069.29","1,069.29"
