 Date,USDJPY Open,USDJPY Low,USDJPY High,USDJPY Close,USDJPY Adj. Close
4/22/2016,109.46,109.26,111.81,111.79,111.79
4/21/2016,109.84,109.33,109.9,109.46,109.46
4/20/2016,109.21,108.76,109.88,109.84,109.84
4/19/2016,108.82,108.75,109.49,109.21,109.21
4/18/2016,108.23,107.77,108.99,108.82,108.82
4/15/2016,109.4,108.6,109.73,108.76,108.76
4/14/2016,109.34,108.9,109.55,109.4,109.4
4/13/2016,108.54,108.51,109.41,109.34,109.34
4/12/2016,107.94,107.87,108.79,108.54,108.54
4/11/2016,108.21,107.63,108.44,107.94,107.94
4/8/2016,108.21,108.04,109.1,108.07,108.07
4/7/2016,109.79,107.67,109.9,108.21,108.21
4/6/2016,110.34,109.34,110.64,109.79,109.79
4/5/2016,111.34,109.95,111.36,110.34,110.34
4/4/2016,111.74,111.1,111.8,111.34,111.34
4/1/2016,112.57,111.59,112.58,111.69,111.69
3/31/2016,112.43,112.11,112.66,112.57,112.57
3/30/2016,112.7,112.02,112.81,112.43,112.43
3/29/2016,113.45,112.61,113.8,112.7,112.7
3/28/2016,113.12,113.05,113.69,113.45,113.45
3/25/2016,112.9,112.76,113.32,113.08,113.08
3/24/2016,112.38,112.3,113.01,112.9,112.9
3/23/2016,112.37,112.14,112.91,112.38,112.38
3/22/2016,111.95,111.38,112.49,112.37,112.37
3/21/2016,111.53,111.22,111.98,111.95,111.95
3/18/2016,111.39,110.82,111.76,111.55,111.55
3/17/2016,112.56,110.67,112.96,111.39,111.39
3/16/2016,113.16,112.33,113.82,112.56,112.56
3/15/2016,113.82,112.63,114.14,113.18,113.18
3/14/2016,113.79,113.51,114.01,113.82,113.82
3/11/2016,113.19,112.76,113.92,113.86,113.86
3/10/2016,113.35,112.61,114.45,113.19,113.19
3/9/2016,112.62,112.23,113.45,113.35,113.35
3/8/2016,113.46,112.43,113.52,112.62,112.62
3/7/2016,113.88,113.23,114.09,113.46,113.46
3/4/2016,113.69,113.13,114.26,113.74,113.74
3/3/2016,113.48,113.3,114.27,113.69,113.69
3/2/2016,114.01,113.22,114.56,113.48,113.48
3/1/2016,112.69,112.16,114.19,114.01,114.01
2/29/2016,113.79,112.66,113.99,112.69,112.69
2/26/2016,113,112.56,114,114,114
2/25/2016,112.18,111.9,113.02,113,113
2/24/2016,112.1,111.04,112.27,112.18,112.18
2/23/2016,112.92,111.78,113.05,112.1,112.1
2/22/2016,112.7,112.36,113.39,112.92,112.92
2/19/2016,113.24,112.31,113.38,112.63,112.63
2/18/2016,114.1,113.14,114.33,113.24,113.24
2/17/2016,114.07,113.38,114.51,114.1,114.1
2/16/2016,114.6,113.6,114.87,114.07,114.07
2/15/2016,113.15,113.08,114.73,114.6,114.6
2/12/2016,112.42,111.67,113.54,113.25,113.25
2/11/2016,113.35,110.99,113.6,112.42,112.42
2/10/2016,115.11,113.12,115.26,113.35,113.35
2/9/2016,115.85,114.21,115.85,115.11,115.11
2/8/2016,116.97,115.18,117.53,115.85,115.85
2/5/2016,116.78,116.3,117.43,116.87,116.87
2/4/2016,117.9,116.53,118.24,116.78,116.78
2/3/2016,119.97,117.06,120.04,117.9,117.9
2/2/2016,120.99,119.84,121.04,119.97,119.97
2/1/2016,121.15,120.68,121.49,120.99,120.99
1/29/2016,118.82,118.5,121.69,121.14,121.14
1/28/2016,118.68,118.42,118.99,118.82,118.82
1/27/2016,118.42,118.04,119.07,118.68,118.68
1/26/2016,118.3,117.66,118.62,118.42,118.42
1/25/2016,118.74,118.17,118.86,118.3,118.3
1/22/2016,117.7,117.54,118.88,118.78,118.78
1/21/2016,116.94,116.47,117.81,117.7,117.7
1/20/2016,117.64,115.98,117.69,116.94,116.94
1/19/2016,117.33,117.23,118.11,117.64,117.64
1/18/2016,116.89,116.57,117.44,117.32,117.32
1/15/2016,118.06,116.51,118.27,116.98,116.98
1/14/2016,117.68,117.29,118.28,118.06,118.06
1/13/2016,117.65,117.64,118.38,117.68,117.68
1/12/2016,117.75,117.23,118.07,117.65,117.65
1/11/2016,117.42,116.7,118.02,117.76,117.76
1/8/2016,117.67,117.22,118.83,117.26,117.26
1/7/2016,118.47,117.33,118.76,117.67,117.67
1/6/2016,119.06,118.25,119.17,118.47,118.47
1/5/2016,119.44,118.79,119.7,119.06,119.06
1/4/2016,120.26,118.7,120.47,119.44,119.44
1/1/2016,120.22,120.2,120.55,120.55,120.55
12/31/2015,120.52,120.01,120.58,120.22,120.22
12/30/2015,120.46,120.35,120.66,120.52,120.52
12/29/2015,120.4,120.24,120.51,120.46,120.46
12/28/2015,120.26,120.14,120.63,120.4,120.4
12/25/2015,120.43,120.05,120.46,120.33,120.33
12/24/2015,120.92,120.25,120.98,120.43,120.43
12/23/2015,121.07,120.82,121.14,120.92,120.92
12/22/2015,121.19,120.73,121.31,121.07,121.07
12/21/2015,121.19,120.84,121.51,121.19,121.19
12/18/2015,122.56,121.06,123.56,121.16,121.16
12/17/2015,122.21,122.21,122.88,122.56,122.56
12/16/2015,121.68,121.38,122.43,122.21,122.21
12/15/2015,121.03,120.58,121.79,121.68,121.68
12/14/2015,120.98,120.35,121.35,121.03,121.03
12/11/2015,121.56,120.58,122.23,121.01,121.01
12/10/2015,121.44,121.25,121.87,121.56,121.56
12/9/2015,122.93,121.08,123.05,121.44,121.44
12/8/2015,123.37,122.72,123.4,122.93,122.93
12/7/2015,123.19,123.14,123.48,123.37,123.37
12/4/2015,122.61,122.48,123.38,123.11,123.11
12/3/2015,123.24,122.3,123.56,122.61,122.61
12/2/2015,122.87,122.83,123.67,123.24,123.24
12/1/2015,123.11,122.64,123.28,122.87,122.87
11/30/2015,122.63,122.59,123.34,123.11,123.11
11/27/2015,122.57,122.31,122.88,122.8,122.8
11/26/2015,122.74,122.5,122.76,122.57,122.57
11/25/2015,122.53,122.26,122.94,122.74,122.74
11/24/2015,122.84,122.31,122.96,122.53,122.53
11/23/2015,122.8,122.73,123.26,122.84,122.84
11/20/2015,122.87,122.73,123.05,122.81,122.81
11/19/2015,123.64,122.62,123.64,122.87,122.87
11/18/2015,123.45,123.22,123.76,123.64,123.64
11/17/2015,123.18,123.18,123.49,123.45,123.45
11/16/2015,122.39,122.23,123.28,123.18,123.18
11/13/2015,122.61,122.44,122.99,122.61,122.61
11/12/2015,122.86,122.56,123.07,122.61,122.61
11/11/2015,123.15,122.74,123.23,122.86,122.86
11/10/2015,123.18,123.03,123.44,123.15,123.15
11/9/2015,123.13,122.98,123.6,123.18,123.18
11/6/2015,121.75,121.63,123.27,123.13,123.13
11/5/2015,121.57,121.39,122,121.75,121.75
11/4/2015,121.07,121,121.72,121.57,121.57
11/3/2015,120.76,120.6,121.23,121.07,121.07
11/2/2015,120.66,120.26,120.81,120.76,120.76
10/30/2015,121.13,120.28,121.49,120.62,120.62
10/29/2015,121.09,120.59,121.19,121.13,121.13
10/28/2015,120.46,120.07,121.26,121.09,121.09
10/27/2015,121.1,120.16,121.1,120.46,120.46
10/26/2015,121.45,120.61,121.56,121.1,121.1
10/23/2015,120.69,120.23,121.48,121.47,121.47
10/22/2015,119.93,119.62,120.77,120.69,120.69
10/21/2015,119.84,119.76,120.09,119.93,119.93
10/20/2015,119.5,119.41,119.96,119.84,119.84
10/19/2015,119.5,119.14,119.61,119.5,119.5
10/16/2015,118.89,118.83,119.66,119.44,119.44
10/15/2015,118.83,118.07,119.17,118.9,118.9
10/14/2015,119.75,118.63,119.81,118.83,118.83
10/13/2015,120.04,119.55,120.08,119.75,119.75
10/12/2015,120.24,119.89,120.3,120.04,120.04
10/9/2015,119.93,119.84,120.35,120.27,120.27
10/8/2015,120.01,119.63,120.11,119.93,119.93
10/7/2015,120.23,119.75,120.36,120.01,120.01
10/6/2015,120.46,120.11,120.57,120.23,120.23
10/5/2015,119.94,119.87,120.55,120.46,120.46
10/2/2015,119.93,118.68,120.41,119.91,119.91
10/1/2015,119.88,119.5,120.28,119.93,119.93
9/30/2015,119.74,119.55,120.35,119.88,119.88
9/29/2015,119.92,119.25,120.16,119.74,119.74
9/28/2015,120.55,119.7,120.6,119.92,119.92
9/25/2015,120.07,120.03,121.24,120.59,120.59
9/24/2015,120.28,119.23,120.39,120.07,120.07
9/23/2015,120.15,119.63,120.55,120.28,120.28
9/22/2015,120.56,119.7,120.61,120.15,120.15
9/21/2015,119.75,119.73,120.66,120.56,120.56
9/18/2015,120.01,119.06,120.41,119.98,119.98
9/17/2015,120.57,119.8,120.99,120.01,120.01
9/16/2015,120.42,120.11,120.73,120.57,120.57
9/15/2015,120.23,119.4,120.65,120.42,120.42
9/14/2015,120.55,119.85,120.84,120.23,120.23
9/11/2015,120.62,120.36,120.97,120.59,120.59
9/10/2015,120.5,119.98,121.33,120.62,120.62
9/9/2015,119.81,119.81,121.2,120.5,120.5
9/8/2015,119.28,118.86,120.23,119.81,119.81
9/7/2015,118.96,118.76,119.59,119.28,119.28
9/4/2015,120.07,118.61,120.19,118.99,118.99
9/3/2015,120.33,119.64,120.7,120.07,120.07
9/2/2015,119.37,119.22,120.46,120.33,120.33
9/1/2015,121.23,119.26,121.27,119.37,119.37
8/31/2015,121.65,120.88,121.75,121.23,121.23
8/28/2015,121.03,120.65,121.75,121.71,121.71
8/27/2015,119.92,119.79,121.4,121.03,121.03
8/26/2015,118.83,118.45,120.02,119.92,119.92
8/25/2015,118.41,118.26,120.4,118.83,118.83
8/24/2015,122.13,116.18,122.13,118.41,118.41
8/21/2015,123.4,121.82,123.5,122.04,122.04
8/20/2015,123.79,123.33,124.16,123.4,123.4
8/19/2015,124.41,123.69,124.47,123.8,123.8
8/18/2015,124.39,124.18,124.51,124.41,124.41
8/17/2015,124.28,124.21,124.57,124.39,124.39
8/14/2015,124.43,124.06,124.53,124.31,124.31
8/13/2015,124.21,124.07,124.63,124.43,124.43
8/12/2015,125.13,123.79,125.28,124.21,124.21
8/11/2015,124.63,124.52,125.21,125.13,125.13
8/10/2015,124.16,124.12,124.78,124.63,124.63
8/7/2015,124.74,124.1,125.07,124.24,124.24
8/6/2015,124.87,124.54,124.96,124.74,124.74
8/5/2015,124.38,124.02,125.01,124.87,124.87
8/4/2015,124.03,123.8,124.4,124.38,124.38
8/3/2015,124.03,123.86,124.27,124.03,124.03
7/31/2015,124.14,123.52,124.38,123.89,123.89
7/30/2015,123.94,123.88,124.58,124.14,124.14
7/29/2015,123.56,123.33,124.02,123.94,123.94
7/28/2015,123.25,123.08,123.79,123.56,123.56
7/27/2015,123.79,123.01,123.84,123.25,123.25
7/24/2015,123.93,123.6,124.1,123.81,123.81
7/23/2015,123.97,123.68,124.19,123.93,123.93
7/22/2015,123.89,123.57,124.15,123.97,123.97
7/21/2015,124.27,123.76,124.48,123.89,123.89
7/20/2015,124.08,123.99,124.38,124.27,124.27
7/17/2015,124.15,123.92,124.23,124.09,124.09
7/16/2015,123.76,123.73,124.18,124.15,124.15
7/15/2015,123.4,123.26,123.97,123.76,123.76
7/14/2015,123.43,122.92,123.73,123.4,123.4
7/13/2015,121.99,121.93,123.54,123.43,123.43
7/10/2015,121.34,121.28,122.88,122.78,122.78
7/9/2015,120.71,120.47,121.58,121.34,121.34
7/8/2015,122.54,120.41,122.57,120.71,120.71
7/7/2015,122.57,122.01,122.88,122.54,122.54
7/6/2015,122.15,121.7,122.93,122.57,122.57
7/3/2015,123.07,122.6,123.18,122.79,122.79
7/2/2015,123.17,122.96,123.73,123.07,123.07
7/1/2015,122.5,122.37,123.24,123.17,123.17
6/30/2015,122.54,121.94,122.73,122.5,122.5
6/29/2015,122.82,122.11,123.19,122.54,122.54
6/26/2015,123.63,123.23,123.99,123.85,123.85
6/25/2015,123.85,123.32,123.96,123.63,123.63
6/24/2015,123.94,123.72,124.38,123.85,123.85
6/23/2015,123.37,123.35,124.19,123.94,123.94
6/22/2015,122.69,122.56,123.42,123.37,123.37
6/19/2015,122.96,122.56,123.22,122.71,122.71
6/18/2015,123.43,122.48,123.61,122.96,122.96
6/17/2015,123.36,123.21,124.45,123.43,123.43
6/16/2015,123.42,123.29,123.8,123.36,123.36
6/15/2015,123.4,123.13,123.66,123.42,123.42
6/12/2015,123.42,123.14,123.82,123.39,123.39
6/11/2015,122.68,122.63,124.13,123.42,123.42
6/10/2015,124.34,122.46,124.62,122.68,122.68
6/9/2015,124.49,123.86,124.74,124.34,124.34
6/8/2015,125.56,124.3,125.68,124.49,124.49
6/5/2015,124.36,124.36,125.86,125.63,125.63
6/4/2015,124.25,123.78,124.68,124.36,124.36
6/3/2015,124.11,123.79,124.68,124.25,124.25
6/2/2015,124.77,123.76,125.05,124.11,124.11
6/1/2015,124.08,123.86,124.92,124.77,124.77
5/29/2015,123.95,123.61,124.19,124.15,124.15
5/28/2015,123.66,123.5,124.46,123.95,123.95
5/27/2015,123.1,122.78,124.07,123.66,123.66
5/26/2015,121.56,121.52,123.32,123.1,123.1
5/25/2015,121.5,121.45,121.78,121.56,121.56
5/22/2015,121.04,120.64,121.57,121.54,121.54
5/21/2015,121.34,120.85,121.38,121.04,121.04
5/20/2015,120.69,120.58,121.48,121.35,121.35
5/19/2015,119.99,119.83,120.74,120.69,120.69
5/18/2015,119.3,119.25,120.04,119.99,119.99
5/15/2015,119.18,119.16,119.93,119.25,119.25
5/14/2015,119.15,118.89,119.34,119.18,119.18
5/13/2015,119.87,119.04,120.03,119.15,119.15
5/12/2015,120.08,119.79,120.28,119.87,119.87
5/11/2015,119.73,119.46,120.15,120.08,120.08
5/8/2015,119.74,119.6,120.23,119.76,119.76
5/7/2015,119.46,119.06,119.86,119.74,119.74
5/6/2015,119.85,119.21,120.05,119.46,119.46
5/5/2015,120.13,119.73,120.51,119.86,119.86
5/4/2015,120.11,120,120.28,120.13,120.13
5/1/2015,119.38,119.37,120.29,120.15,120.15
4/30/2015,119.02,118.5,119.9,119.38,119.38
4/29/2015,118.86,118.61,119.36,119.02,119.02
4/28/2015,119.04,118.78,119.2,118.86,118.86
4/27/2015,118.94,118.78,119.43,119.04,119.04
4/24/2015,119.58,118.83,119.66,118.99,118.99
4/23/2015,119.91,119.43,120.09,119.58,119.58
4/22/2015,119.67,119.35,119.96,119.91,119.91
4/21/2015,119.18,119.17,119.83,119.67,119.67
4/20/2015,118.79,118.53,119.44,119.18,119.18
4/17/2015,119.02,118.57,119.27,118.9,118.9
4/16/2015,119.14,118.8,119.47,119.02,119.02
4/15/2015,119.4,118.79,119.75,119.14,119.14
4/14/2015,120.13,119.07,120.18,119.4,119.4
4/13/2015,120.21,119.71,120.84,120.13,120.13
4/10/2015,120.58,120.06,120.63,120.22,120.22
4/9/2015,120.13,119.86,120.74,120.58,120.58
4/8/2015,120.28,119.64,120.36,120.13,120.13
4/7/2015,119.54,119.44,120.45,120.28,120.28
4/6/2015,118.94,118.8,119.68,119.54,119.54
4/3/2015,119.72,118.72,119.95,118.97,118.97
4/2/2015,119.76,119.45,119.9,119.72,119.72
4/1/2015,120.13,119.42,120.33,119.76,119.76
3/31/2015,120.07,119.78,120.37,120.13,120.13
3/30/2015,119.2,119.12,120.23,120.07,120.07
3/27/2015,119.19,118.93,119.49,119.13,119.13
3/26/2015,119.49,118.33,119.58,119.19,119.19
3/25/2015,119.76,119.24,119.83,119.49,119.49
3/24/2015,119.73,119.22,119.98,119.76,119.76
3/23/2015,120.04,119.59,120.17,119.73,119.73
3/20/2015,120.78,119.9,121.2,120.04,120.04
3/19/2015,120.11,119.68,121.03,120.78,120.78
3/18/2015,121.37,119.3,121.41,120.11,120.11
3/17/2015,121.34,121.12,121.52,121.37,121.37
3/16/2015,121.4,121.09,121.48,121.34,121.34
3/13/2015,121.29,121.14,121.57,121.4,121.4
3/12/2015,121.45,120.66,121.67,121.29,121.29
3/11/2015,121.13,120.85,121.63,121.45,121.45
3/10/2015,121.15,120.92,122.03,121.13,121.13
3/9/2015,120.78,120.61,121.41,121.15,121.15
3/6/2015,120.13,119.91,121.28,120.83,120.83
3/5/2015,119.68,119.63,120.4,120.13,120.13
3/4/2015,119.73,119.47,119.83,119.68,119.68
3/3/2015,120.13,119.38,120.27,119.73,119.73
3/2/2015,119.59,119.5,120.19,120.13,120.13
2/27/2015,119.41,119.12,119.8,119.63,119.63
2/26/2015,118.86,118.68,119.5,119.41,119.41
2/25/2015,118.97,118.63,119.07,118.86,118.86
2/24/2015,118.81,118.77,119.84,118.97,118.97
2/23/2015,119.03,118.74,119.35,118.81,118.81
2/20/2015,118.95,118.3,119.19,119.03,119.03
2/19/2015,118.79,118.44,119.18,118.95,118.95
2/18/2015,119.25,118.55,119.42,118.79,118.79
2/17/2015,118.48,118.24,119.42,119.25,119.25
2/16/2015,118.76,118.18,118.88,118.48,118.48
2/13/2015,119.11,118.42,119.2,118.75,118.75
2/12/2015,120.46,118.51,120.47,119.11,119.11
2/11/2015,119.43,119.29,120.48,120.46,120.46
2/10/2015,118.64,118.4,119.62,119.43,119.43
2/9/2015,119.12,118.33,119.19,118.64,118.64
2/6/2015,117.53,117.18,119.22,119.12,119.12
2/5/2015,117.28,117.02,117.6,117.53,117.53
2/4/2015,117.57,117.08,118,117.28,117.28
2/3/2015,117.57,116.88,117.75,117.57,117.57
2/2/2015,117.45,116.66,117.88,117.57,117.57
1/30/2015,118.29,117.3,118.46,117.49,117.49
1/29/2015,117.54,117.39,118.49,118.29,118.29
1/28/2015,117.87,117.26,118.26,117.54,117.54
1/27/2015,118.46,117.34,118.66,117.87,117.87
1/26/2015,117.78,117.27,118.5,118.46,118.46
1/23/2015,118.49,117.54,118.82,117.77,117.77
1/22/2015,117.97,117.25,118.67,118.49,118.49
1/21/2015,118.81,117.18,118.83,117.97,117.97
1/20/2015,117.56,117.56,118.87,118.82,118.82
1/19/2015,117.64,116.93,117.78,117.56,117.56
1/16/2015,116.17,115.86,117.77,117.51,117.51
1/15/2015,117.33,116.16,117.94,116.17,116.17
1/14/2015,117.93,116.07,117.96,117.33,117.33
1/13/2015,118.35,117.54,118.85,117.93,117.93
1/12/2015,118.5,118.1,119.32,118.35,118.35
1/9/2015,119.66,118.42,119.88,118.5,118.5
1/8/2015,119.26,119.16,119.96,119.66,119.66
1/7/2015,118.39,118.39,119.65,119.26,119.26
1/6/2015,119.64,118.06,119.64,118.39,118.39
1/5/2015,120.41,119.38,120.65,119.64,119.64
1/2/2015,119.74,119.72,120.74,120.5,120.5
1/1/2015,119.78,119.65,119.93,119.74,119.74
12/31/2014,119.48,119.25,119.94,119.78,119.78
12/30/2014,120.67,118.87,120.69,119.48,119.48
12/29/2014,120.39,120.18,120.73,120.67,120.67
12/26/2014,120.1,120.1,120.46,120.31,120.31
12/25/2014,120.51,120.01,120.51,120.1,120.1
12/24/2014,120.69,120.28,120.76,120.51,120.51
12/23/2014,120.05,119.97,120.83,120.69,120.69
12/22/2014,119.5,119.32,120.09,120.05,120.05
12/19/2014,118.84,118.82,119.62,119.5,119.5
12/18/2014,118.65,118.26,119.31,118.84,118.84
12/17/2014,116.41,116.3,118.9,118.65,118.65
12/16/2014,117.82,115.57,118.01,116.41,116.41
12/15/2014,118.96,117.57,119.09,117.82,117.82
12/12/2014,118.65,118.05,119.21,118.75,118.75
12/11/2014,117.82,117.44,119.56,118.65,118.65
12/10/2014,119.69,117.72,119.92,117.82,117.82
12/9/2014,120.69,117.95,121,119.69,119.69
12/8/2014,121.47,120.21,121.85,120.69,120.69
12/5/2014,119.78,119.71,121.69,121.46,121.46
12/4/2014,119.79,119.34,120.25,119.78,119.78
12/3/2014,119.21,119.13,119.87,119.79,119.79
12/2/2014,118.4,118.22,119.29,119.21,119.21
12/1/2014,118.75,117.87,119.14,118.4,118.4
11/28/2014,117.71,117.71,118.77,118.63,118.63
11/27/2014,117.73,117.24,117.88,117.71,117.71
11/26/2014,117.97,117.44,117.98,117.73,117.73
11/25/2014,118.27,117.69,118.58,117.97,117.97
11/24/2014,117.77,117.58,118.48,118.27,118.27
11/21/2014,118.21,117.36,118.37,117.79,117.79
11/20/2014,117.97,117.74,118.98,118.21,118.21
11/19/2014,116.86,116.82,118.08,117.97,117.97
11/18/2014,116.65,116.34,117.05,116.86,116.86
11/17/2014,116.4,115.46,117.05,116.65,116.65
11/14/2014,115.77,115.73,116.82,116.29,116.29
11/13/2014,115.49,115.31,115.88,115.77,115.77
11/12/2014,115.78,114.89,116.01,115.49,115.49
11/11/2014,114.86,114.64,116.1,115.78,115.78
11/10/2014,114.52,113.86,114.91,114.86,114.86
11/7/2014,115.21,114.26,115.59,114.6,114.6
11/6/2014,114.64,114.06,115.52,115.21,115.21
11/5/2014,113.6,113.42,114.84,114.64,114.64
11/4/2014,114.05,113.17,114.05,113.6,113.6
11/3/2014,112.45,112.45,114.22,114.05,114.05
10/31/2014,109.21,109.18,112.48,112.32,112.32
10/30/2014,108.89,108.75,109.47,109.21,109.21
10/29/2014,108.16,107.94,108.96,108.89,108.89
10/28/2014,107.82,107.7,108.19,108.16,108.16
10/27/2014,108.17,107.61,108.38,107.82,107.82
10/24/2014,108.27,107.79,108.31,108.16,108.16
10/23/2014,107.14,107.11,108.35,108.27,108.27
10/22/2014,107,106.79,107.38,107.14,107.14
10/21/2014,106.95,106.25,107.02,107,107
10/20/2014,106.97,106.78,107.39,106.95,106.95
10/17/2014,106.33,106.14,106.94,106.88,106.88
10/16/2014,105.92,105.51,106.46,106.33,106.33
10/15/2014,107.05,105.23,107.5,105.92,105.92
10/14/2014,106.86,106.67,107.31,107.05,107.05
10/13/2014,107.62,106.78,107.62,106.86,106.86
10/10/2014,107.84,107.62,108.15,107.66,107.66
10/9/2014,108.08,107.53,108.32,107.84,107.84
10/8/2014,108.03,107.75,108.74,108.08,108.08
10/7/2014,108.78,107.82,109.23,108.03,108.03
10/6/2014,109.78,108.65,109.85,108.78,108.78
10/3/2014,108.42,108.36,109.9,109.76,109.76
10/2/2014,108.89,108.01,109.12,108.42,108.42
10/1/2014,109.65,108.87,110.09,108.89,108.89
9/30/2014,109.5,109.19,109.85,109.65,109.65
9/29/2014,109.22,109.13,109.75,109.5,109.5
9/26/2014,108.75,108.48,109.53,109.29,109.29
9/25/2014,109.04,108.52,109.37,108.75,108.75
9/24/2014,108.89,108.46,109.15,109.04,109.04
9/23/2014,108.84,108.26,108.99,108.89,108.89
9/22/2014,109.05,108.67,109.19,108.84,108.84
9/19/2014,108.69,108.6,109.46,109.04,109.04
9/18/2014,108.37,108.32,108.96,108.69,108.69
9/17/2014,107.13,107.1,108.39,108.37,108.37
9/16/2014,107.19,106.81,107.33,107.13,107.13
9/15/2014,107.32,107.01,107.37,107.19,107.19
9/12/2014,107.11,106.97,107.39,107.34,107.34
9/11/2014,106.86,106.64,107.2,107.11,107.11
9/10/2014,106.2,106.04,106.89,106.86,106.86
9/9/2014,106.03,105.95,106.47,106.2,106.2
9/8/2014,105.09,104.9,106.09,106.03,106.03
9/5/2014,105.27,104.69,105.71,105.09,105.09
9/4/2014,104.79,104.76,105.37,105.27,105.27
9/3/2014,105.09,104.74,105.31,104.79,104.79
9/2/2014,104.35,104.3,105.21,105.09,105.09
9/1/2014,104.08,104.06,104.35,104.35,104.35
8/29/2014,103.72,103.66,104.11,104.09,104.09
8/28/2014,103.88,103.56,103.92,103.72,103.72
8/27/2014,104.06,103.78,104.16,103.88,103.88
8/26/2014,104.05,103.75,104.17,104.06,104.06
8/25/2014,104.4,103.86,104.49,104.05,104.05
8/22/2014,103.85,103.5,104.19,103.95,103.95
8/21/2014,103.76,103.6,103.96,103.85,103.85
8/20/2014,102.92,102.89,103.85,103.76,103.76
8/19/2014,102.57,102.52,102.93,102.92,102.92
8/18/2014,102.23,102.18,102.6,102.57,102.57
8/15/2014,102.45,102.14,102.72,102.36,102.36
8/14/2014,102.42,102.31,102.66,102.45,102.45
8/13/2014,102.26,102.22,102.54,102.42,102.42
8/12/2014,102.19,102.09,102.36,102.26,102.26
8/11/2014,102.06,102.02,102.23,102.19,102.19
8/8/2014,102.1,101.51,102.14,102.04,102.04
8/7/2014,102.1,102,102.46,102.1,102.1
8/6/2014,102.6,101.78,102.64,102.1,102.1
8/5/2014,102.57,102.46,102.93,102.6,102.6
8/4/2014,102.59,102.41,102.73,102.57,102.57
8/1/2014,102.8,102.34,103.03,102.61,102.61
7/31/2014,102.79,102.73,103.01,102.8,102.8
7/30/2014,102.12,102.04,103.09,102.79,102.79
7/29/2014,101.86,101.82,102.16,102.12,102.12
7/28/2014,101.77,101.75,101.91,101.86,101.86
7/25/2014,101.82,101.72,101.94,101.84,101.84
7/24/2014,101.48,101.42,101.86,101.82,101.82
7/23/2014,101.46,101.32,101.55,101.48,101.48
7/22/2014,101.4,101.33,101.6,101.46,101.46
7/21/2014,101.39,101.2,101.4,101.4,101.4
7/18/2014,101.18,101.09,101.45,101.34,101.34
7/17/2014,101.67,101.14,101.7,101.18,101.18
7/16/2014,101.68,101.63,101.79,101.67,101.67
7/15/2014,101.54,101.44,101.75,101.68,101.68
7/14/2014,101.38,101.32,101.62,101.54,101.54
7/11/2014,101.34,101.22,101.39,101.3,101.3
7/10/2014,101.64,101.07,101.66,101.34,101.34
7/9/2014,101.57,101.45,101.86,101.64,101.64
7/8/2014,101.86,101.49,101.9,101.57,101.57
7/7/2014,102.04,101.79,102.2,101.86,101.86
7/4/2014,102.19,101.97,102.22,102.06,102.06
7/3/2014,101.77,101.76,102.27,102.19,102.19
7/2/2014,101.53,101.41,101.85,101.77,101.77
7/1/2014,101.33,101.3,101.59,101.53,101.53
6/30/2014,101.41,101.24,101.47,101.33,101.33
6/27/2014,101.73,101.32,101.74,101.42,101.42
6/26/2014,101.87,101.49,101.89,101.73,101.73
6/25/2014,101.97,101.63,101.98,101.87,101.87
6/24/2014,101.93,101.82,102.17,101.97,101.97
6/23/2014,102.12,101.82,102.15,101.93,101.93
6/20/2014,101.94,101.82,102.2,102.07,102.07
6/19/2014,101.93,101.74,102,101.94,101.94
6/18/2014,102.15,101.88,102.36,101.93,101.93
6/17/2014,101.83,101.82,102.24,102.15,102.15
6/16/2014,102.03,101.72,102.08,101.83,101.83
6/13/2014,101.7,101.66,102.14,102.04,102.04
6/12/2014,102.07,101.61,102.14,101.7,101.7
6/11/2014,102.35,101.86,102.39,102.07,102.07
6/10/2014,102.53,102.22,102.57,102.35,102.35
6/9/2014,102.5,102.38,102.65,102.53,102.53
6/6/2014,102.41,102.12,102.61,102.48,102.48
6/5/2014,102.75,102.34,102.76,102.41,102.41
6/4/2014,102.51,102.44,102.8,102.75,102.75
6/3/2014,102.38,102.27,102.55,102.51,102.51
6/2/2014,101.83,101.76,102.48,102.38,102.38
5/30/2014,101.79,101.49,101.85,101.77,101.77
5/29/2014,101.85,101.43,101.87,101.79,101.79
5/28/2014,101.98,101.64,102.03,101.85,101.85
5/27/2014,101.94,101.73,102.14,101.98,101.98
5/26/2014,101.95,101.84,102.05,101.94,101.94
5/23/2014,101.74,101.6,102.01,101.97,101.97
5/22/2014,101.37,101.36,101.82,101.74,101.74
5/21/2014,101.33,100.82,101.62,101.37,101.37
5/20/2014,101.5,101.19,101.6,101.33,101.33
5/19/2014,101.55,101.1,101.62,101.5,101.5
5/16/2014,101.58,101.36,101.67,101.5,101.5
5/15/2014,101.91,101.32,102.12,101.58,101.58
5/14/2014,102.26,101.72,102.28,101.9,101.9
5/13/2014,102.13,102.06,102.36,102.26,102.26
5/12/2014,101.8,101.77,102.19,102.13,102.13
5/9/2014,101.66,101.55,101.86,101.86,101.86
5/8/2014,101.9,101.46,101.96,101.66,101.66
5/7/2014,101.68,101.43,102.01,101.9,101.9
5/6/2014,102.14,101.5,102.19,101.68,101.68
5/5/2014,102.21,101.87,102.26,102.14,102.14
5/2/2014,102.33,102.13,103.02,102.2,102.2
5/1/2014,102.24,102.13,102.36,102.33,102.33
