 Date,EURUSD Open,EURUSD Low,EURUSD High,EURUSD Close,EURUSD Adj. Close
12/29/2014,1.2188,1.2143,1.2221,1.2152,1.2152
12/26/2014,1.2225,1.2169,1.2227,1.2183,1.2183
12/25/2014,1.2196,1.2188,1.2252,1.2225,1.2225
12/24/2014,1.2172,1.217,1.222,1.2196,1.2196
12/23/2014,1.223,1.2165,1.2246,1.2172,1.2172
12/22/2014,1.2225,1.2217,1.2273,1.223,1.223
12/19/2014,1.2286,1.222,1.2302,1.2229,1.2229
12/18/2014,1.2342,1.2266,1.2353,1.2286,1.2286
12/17/2014,1.2511,1.2321,1.2516,1.2342,1.2342
12/16/2014,1.2437,1.2434,1.257,1.2511,1.2511
12/15/2014,1.2463,1.2415,1.2484,1.2437,1.2437
12/12/2014,1.2411,1.2384,1.2485,1.2462,1.2462
12/11/2014,1.2448,1.237,1.2495,1.2411,1.2411
12/10/2014,1.2374,1.2362,1.2448,1.2448,1.2448
12/9/2014,1.2317,1.2292,1.2448,1.2374,1.2374
12/8/2014,1.2284,1.2247,1.2344,1.2317,1.2317
12/5/2014,1.2379,1.2271,1.2393,1.2283,1.2283
12/4/2014,1.2311,1.228,1.2456,1.2379,1.2379
12/3/2014,1.2383,1.2301,1.2391,1.2311,1.2311
12/2/2014,1.247,1.2377,1.2476,1.2383,1.2383
12/1/2014,1.2453,1.2419,1.2507,1.247,1.247
11/28/2014,1.2467,1.2427,1.249,1.2452,1.2452
11/27/2014,1.2506,1.2465,1.2524,1.2467,1.2467
11/26/2014,1.2474,1.2444,1.2532,1.2506,1.2506
11/25/2014,1.2443,1.2402,1.2487,1.2474,1.2474
11/24/2014,1.2376,1.236,1.2445,1.2442,1.2442
11/21/2014,1.2539,1.2375,1.2568,1.2391,1.2391
11/20/2014,1.2554,1.2504,1.2575,1.2539,1.2539
11/19/2014,1.2536,1.2513,1.26,1.2554,1.2554
11/18/2014,1.245,1.2444,1.2545,1.2536,1.2536
11/17/2014,1.253,1.2445,1.2578,1.245,1.245
11/14/2014,1.2477,1.2399,1.2546,1.2525,1.2525
11/13/2014,1.2438,1.2427,1.2492,1.2477,1.2477
11/12/2014,1.2475,1.2419,1.2498,1.2438,1.2438
11/11/2014,1.2421,1.2395,1.2499,1.2475,1.2475
11/10/2014,1.2457,1.2419,1.2509,1.2421,1.2421
11/7/2014,1.2375,1.2358,1.247,1.2455,1.2455
11/6/2014,1.2486,1.2365,1.2533,1.2375,1.2375
11/5/2014,1.2546,1.2457,1.2567,1.2486,1.2486
11/4/2014,1.2482,1.2481,1.2577,1.2546,1.2546
11/3/2014,1.2517,1.244,1.2518,1.2482,1.2482
10/31/2014,1.2613,1.2486,1.2618,1.2525,1.2525
10/30/2014,1.2632,1.2548,1.2639,1.2613,1.2613
10/29/2014,1.2734,1.2631,1.2771,1.2632,1.2632
10/28/2014,1.2698,1.2685,1.2765,1.2734,1.2734
10/27/2014,1.2679,1.2666,1.2723,1.2698,1.2698
10/24/2014,1.2646,1.2635,1.2696,1.2671,1.2671
10/23/2014,1.2649,1.2614,1.2677,1.2646,1.2646
10/22/2014,1.2716,1.2637,1.274,1.2649,1.2649
10/21/2014,1.28,1.2715,1.284,1.2716,1.2716
10/20/2014,1.276,1.2731,1.2817,1.28,1.28
10/17/2014,1.2809,1.2744,1.2837,1.2761,1.2761
10/16/2014,1.2838,1.2706,1.2845,1.2809,1.2809
10/15/2014,1.2658,1.2625,1.2886,1.2838,1.2838
10/14/2014,1.2752,1.264,1.2768,1.2658,1.2658
10/13/2014,1.2632,1.262,1.2761,1.2752,1.2752
10/10/2014,1.2691,1.2606,1.2716,1.2628,1.2628
10/9/2014,1.2734,1.2664,1.2791,1.2691,1.2691
10/8/2014,1.2669,1.2623,1.2749,1.2734,1.2734
10/7/2014,1.2655,1.2584,1.2682,1.2669,1.2669
10/6/2014,1.2507,1.2504,1.2675,1.2655,1.2655
10/3/2014,1.2669,1.2501,1.2675,1.2516,1.2516
10/2/2014,1.2623,1.2614,1.2699,1.2669,1.2669
10/1/2014,1.2631,1.2584,1.264,1.2623,1.2623
9/30/2014,1.2685,1.2571,1.2702,1.2631,1.2631
9/29/2014,1.2691,1.2664,1.2715,1.2685,1.2685
9/26/2014,1.2751,1.2677,1.2761,1.2684,1.2684
9/25/2014,1.278,1.2697,1.2783,1.2751,1.2751
9/24/2014,1.2847,1.2774,1.2864,1.278,1.278
9/23/2014,1.2849,1.2843,1.2901,1.2847,1.2847
9/22/2014,1.2827,1.2816,1.2868,1.2849,1.2849
9/19/2014,1.2923,1.2829,1.2929,1.2829,1.2829
9/18/2014,1.2865,1.2835,1.293,1.2923,1.2923
9/17/2014,1.296,1.2852,1.2981,1.2865,1.2865
9/16/2014,1.294,1.2923,1.2995,1.296,1.296
9/15/2014,1.2971,1.2909,1.298,1.294,1.294
9/12/2014,1.2925,1.2909,1.2979,1.2963,1.2963
9/11/2014,1.2917,1.2897,1.2952,1.2925,1.2925
9/10/2014,1.2937,1.2884,1.2963,1.2917,1.2917
9/9/2014,1.2895,1.286,1.2957,1.2937,1.2937
9/8/2014,1.2943,1.2882,1.2961,1.2895,1.2895
9/5/2014,1.2944,1.2922,1.2988,1.2951,1.2951
9/4/2014,1.315,1.292,1.3154,1.2944,1.2944
9/3/2014,1.3133,1.3122,1.316,1.315,1.315
9/2/2014,1.3128,1.311,1.3137,1.3133,1.3133
9/1/2014,1.3138,1.3119,1.3145,1.3128,1.3128
8/29/2014,1.3182,1.3132,1.3196,1.3132,1.3132
8/28/2014,1.3193,1.316,1.3221,1.3182,1.3182
8/27/2014,1.3167,1.3153,1.321,1.3193,1.3193
8/26/2014,1.3192,1.3165,1.3215,1.3167,1.3167
8/25/2014,1.3211,1.3184,1.322,1.3192,1.3192
8/22/2014,1.3281,1.3221,1.3297,1.3242,1.3242
8/21/2014,1.3259,1.3242,1.3288,1.3281,1.3281
8/20/2014,1.332,1.3256,1.3324,1.3259,1.3259
8/19/2014,1.3364,1.3313,1.3365,1.332,1.332
8/18/2014,1.3391,1.3353,1.3399,1.3364,1.3364
8/15/2014,1.3365,1.3359,1.3412,1.3401,1.3401
8/14/2014,1.3364,1.3349,1.3408,1.3365,1.3365
8/13/2014,1.3369,1.3342,1.3415,1.3364,1.3364
8/12/2014,1.3385,1.3336,1.3386,1.3369,1.3369
8/11/2014,1.3401,1.3381,1.3415,1.3385,1.3385
8/8/2014,1.3364,1.3344,1.3433,1.341,1.341
8/7/2014,1.3383,1.3337,1.3394,1.3364,1.3364
8/6/2014,1.3376,1.3333,1.3387,1.3383,1.3383
8/5/2014,1.3422,1.3358,1.3425,1.3376,1.3376
8/4/2014,1.3427,1.341,1.3433,1.3422,1.3422
8/1/2014,1.339,1.3379,1.3445,1.3427,1.3427
7/31/2014,1.3397,1.3372,1.3401,1.339,1.339
7/30/2014,1.3409,1.3367,1.3415,1.3397,1.3397
7/29/2014,1.344,1.3404,1.3444,1.3409,1.3409
7/28/2014,1.3433,1.3427,1.3444,1.344,1.344
7/25/2014,1.3464,1.3422,1.3476,1.343,1.343
7/24/2014,1.3464,1.3438,1.3485,1.3464,1.3464
7/23/2014,1.3466,1.3455,1.3474,1.3464,1.3464
7/22/2014,1.3524,1.3459,1.353,1.3466,1.3466
7/21/2014,1.3528,1.3513,1.3549,1.3524,1.3524
7/18/2014,1.3526,1.3491,1.3536,1.3524,1.3524
7/17/2014,1.3525,1.3517,1.354,1.3526,1.3526
7/16/2014,1.3568,1.3521,1.3573,1.3525,1.3525
7/15/2014,1.3619,1.3562,1.3628,1.3568,1.3568
7/14/2014,1.3603,1.3597,1.364,1.3619,1.3619
7/11/2014,1.3609,1.3592,1.3625,1.3608,1.3608
7/10/2014,1.3642,1.3589,1.3651,1.3609,1.3609
7/9/2014,1.3612,1.3602,1.3649,1.3642,1.3642
7/8/2014,1.3605,1.3588,1.3617,1.3612,1.3612
7/7/2014,1.3598,1.3576,1.3609,1.3605,1.3605
7/4/2014,1.361,1.3586,1.3611,1.3595,1.3595
7/3/2014,1.366,1.3596,1.3664,1.361,1.361
7/2/2014,1.3679,1.3643,1.3683,1.366,1.366
7/1/2014,1.3692,1.3676,1.37,1.3679,1.3679
6/30/2014,1.3647,1.364,1.3698,1.3692,1.3692
6/27/2014,1.3612,1.361,1.3651,1.3649,1.3649
6/26/2014,1.3629,1.3576,1.3641,1.3612,1.3612
6/25/2014,1.3606,1.3601,1.3651,1.3629,1.3629
6/24/2014,1.3605,1.3584,1.3628,1.3606,1.3606
6/23/2014,1.3592,1.3574,1.3614,1.3605,1.3605
6/20/2014,1.3608,1.3565,1.3634,1.36,1.36
6/19/2014,1.3595,1.3584,1.3644,1.3608,1.3608
6/18/2014,1.3547,1.3542,1.3599,1.3595,1.3595
6/17/2014,1.3574,1.3536,1.3587,1.3547,1.3547
6/16/2014,1.3537,1.3513,1.3579,1.3574,1.3574
6/13/2014,1.3552,1.3521,1.3579,1.354,1.354
6/12/2014,1.3531,1.3512,1.3572,1.3552,1.3552
6/11/2014,1.3547,1.3522,1.3557,1.3532,1.3532
6/10/2014,1.3594,1.3534,1.3602,1.3547,1.3547
6/9/2014,1.3644,1.3583,1.3669,1.3594,1.3594
6/6/2014,1.366,1.3621,1.3677,1.3643,1.3643
6/5/2014,1.3599,1.3503,1.367,1.366,1.366
6/4/2014,1.3628,1.3597,1.3639,1.3599,1.3599
6/3/2014,1.3597,1.3588,1.3648,1.3628,1.3628
6/2/2014,1.3635,1.3588,1.3644,1.3597,1.3597
5/30/2014,1.3602,1.3599,1.365,1.3635,1.3635
5/29/2014,1.3591,1.3586,1.3626,1.3602,1.3602
5/28/2014,1.3635,1.3589,1.3638,1.3591,1.3591
5/27/2014,1.3646,1.3613,1.3669,1.3635,1.3635
5/26/2014,1.3628,1.3615,1.3655,1.3646,1.3646
5/23/2014,1.3656,1.3616,1.366,1.3629,1.3629
5/22/2014,1.3687,1.3645,1.3688,1.3656,1.3656
5/21/2014,1.3702,1.3635,1.3723,1.3687,1.3687
5/20/2014,1.3709,1.3678,1.3714,1.3702,1.3702
5/19/2014,1.3703,1.3689,1.3734,1.3709,1.3709
5/16/2014,1.371,1.3685,1.3727,1.3694,1.3694
5/15/2014,1.3715,1.3648,1.3732,1.371,1.371
5/14/2014,1.3704,1.3698,1.3731,1.3715,1.3715
5/13/2014,1.3757,1.3689,1.3772,1.3704,1.3704
5/12/2014,1.3755,1.3749,1.3775,1.3757,1.3757
5/9/2014,1.384,1.3745,1.3845,1.3758,1.3758
5/8/2014,1.391,1.3833,1.3993,1.384,1.384
5/7/2014,1.3928,1.391,1.3939,1.391,1.391
5/6/2014,1.3875,1.3872,1.3951,1.3928,1.3928
5/5/2014,1.3871,1.3865,1.3887,1.3875,1.3875
5/2/2014,1.387,1.3812,1.3881,1.3869,1.3869
5/1/2014,1.3867,1.3863,1.3889,1.387,1.387
4/30/2014,1.3812,1.3775,1.3877,1.3867,1.3867
4/29/2014,1.3851,1.3806,1.3879,1.3812,1.3812
4/28/2014,1.3837,1.3815,1.3879,1.3851,1.3851
4/25/2014,1.3831,1.3827,1.3848,1.3834,1.3834
4/24/2014,1.3817,1.3792,1.3843,1.3831,1.3831
4/23/2014,1.3805,1.38,1.3855,1.3817,1.3817
4/22/2014,1.3793,1.3785,1.3825,1.3805,1.3805
4/21/2014,1.3816,1.3787,1.3831,1.3793,1.3793
4/18/2014,1.3814,1.3809,1.3822,1.3813,1.3813
4/17/2014,1.3816,1.3811,1.3865,1.3814,1.3814
4/16/2014,1.3815,1.3804,1.3851,1.3816,1.3816
4/15/2014,1.3821,1.3791,1.3833,1.3815,1.3815
4/14/2014,1.3843,1.3808,1.3863,1.3821,1.3821
4/11/2014,1.3886,1.3864,1.3906,1.3885,1.3885
4/10/2014,1.3855,1.3836,1.3899,1.3886,1.3886
4/9/2014,1.3797,1.378,1.3862,1.3855,1.3855
4/8/2014,1.3742,1.3737,1.3812,1.3797,1.3797
4/7/2014,1.3697,1.3694,1.3749,1.3742,1.3742
4/4/2014,1.372,1.3673,1.3731,1.3705,1.3705
4/3/2014,1.3767,1.3698,1.3805,1.372,1.372
4/2/2014,1.3793,1.3753,1.382,1.3767,1.3767
4/1/2014,1.3769,1.3769,1.3815,1.3793,1.3793
3/31/2014,1.3755,1.3725,1.3809,1.3769,1.3769
3/28/2014,1.374,1.3705,1.3773,1.3752,1.3752
3/27/2014,1.3781,1.3729,1.3797,1.374,1.374
3/26/2014,1.3826,1.3777,1.3828,1.3781,1.3781
3/25/2014,1.3839,1.375,1.3847,1.3826,1.3826
3/24/2014,1.3792,1.376,1.3876,1.3839,1.3839
3/21/2014,1.3779,1.3766,1.3811,1.3794,1.3794
3/20/2014,1.3833,1.3749,1.3845,1.3779,1.3779
3/19/2014,1.3934,1.381,1.3934,1.3833,1.3833
3/18/2014,1.3922,1.388,1.3943,1.3934,1.3934
3/17/2014,1.3903,1.3879,1.3948,1.3922,1.3922
3/14/2014,1.3868,1.3848,1.3937,1.3914,1.3914
3/13/2014,1.3903,1.3846,1.3967,1.3868,1.3868
3/12/2014,1.386,1.3844,1.3914,1.3903,1.3903
3/11/2014,1.3877,1.3834,1.3879,1.386,1.386
3/10/2014,1.3877,1.3862,1.3898,1.3877,1.3877
3/7/2014,1.3861,1.3852,1.3915,1.3875,1.3875
3/6/2014,1.3733,1.3721,1.3873,1.3861,1.3861
3/5/2014,1.3743,1.3708,1.3748,1.3733,1.3733
3/4/2014,1.3735,1.3721,1.3782,1.3743,1.3743
3/3/2014,1.3779,1.3726,1.3793,1.3735,1.3735
2/28/2014,1.371,1.3694,1.3825,1.3802,1.3802
2/27/2014,1.3687,1.3643,1.3727,1.371,1.371
2/26/2014,1.3745,1.3662,1.3757,1.3687,1.3687
2/25/2014,1.3735,1.3716,1.3767,1.3745,1.3745
2/24/2014,1.3733,1.3709,1.3771,1.3735,1.3735
2/21/2014,1.3719,1.3702,1.3759,1.3746,1.3746
2/20/2014,1.3733,1.3686,1.3763,1.3719,1.3719
2/19/2014,1.3759,1.3725,1.3773,1.3733,1.3733
2/18/2014,1.3707,1.3695,1.377,1.3759,1.3759
2/17/2014,1.3688,1.3688,1.3724,1.3707,1.3707
2/14/2014,1.3681,1.3674,1.3715,1.3693,1.3693
2/13/2014,1.3593,1.3585,1.3692,1.3681,1.3681
2/12/2014,1.3638,1.3562,1.3653,1.3593,1.3593
2/11/2014,1.3646,1.363,1.3683,1.3638,1.3638
2/10/2014,1.3634,1.3609,1.3651,1.3646,1.3646
2/7/2014,1.359,1.3552,1.3642,1.3635,1.3635
2/6/2014,1.3533,1.3484,1.3619,1.359,1.359
2/5/2014,1.3519,1.3499,1.3555,1.3533,1.3533
2/4/2014,1.3525,1.3494,1.3539,1.3519,1.3519
2/3/2014,1.349,1.3477,1.3536,1.3525,1.3525
1/31/2014,1.3555,1.3479,1.3573,1.3486,1.3486
1/30/2014,1.3663,1.3544,1.3666,1.3555,1.3555
1/29/2014,1.3671,1.3603,1.3685,1.3663,1.3663
1/28/2014,1.3673,1.3629,1.3688,1.3671,1.3671
1/27/2014,1.3675,1.3653,1.3717,1.3673,1.3673
1/24/2014,1.3696,1.3663,1.3739,1.3678,1.3678
1/23/2014,1.3547,1.353,1.3698,1.3696,1.3696
1/22/2014,1.3561,1.3535,1.3583,1.3547,1.3547
1/21/2014,1.3552,1.3517,1.3569,1.3561,1.3561
1/20/2014,1.3545,1.3508,1.3568,1.3552,1.3552
1/17/2014,1.362,1.3517,1.3621,1.3541,1.3541
1/16/2014,1.3605,1.3583,1.365,1.362,1.362
1/15/2014,1.3679,1.3582,1.3681,1.3605,1.3605
1/14/2014,1.3671,1.3649,1.3699,1.3679,1.3679
1/13/2014,1.3674,1.3638,1.3685,1.3671,1.3671
1/10/2014,1.3608,1.3572,1.3687,1.367,1.367
1/9/2014,1.3576,1.3549,1.3633,1.3608,1.3608
1/8/2014,1.3616,1.3554,1.3635,1.3576,1.3576
1/7/2014,1.3629,1.3597,1.3656,1.3616,1.3616
1/6/2014,1.359,1.3572,1.3653,1.3629,1.3629
1/3/2014,1.3672,1.3583,1.3673,1.3589,1.3589
1/2/2014,1.3763,1.363,1.3775,1.3672,1.3672
1/1/2014,1.3743,1.3738,1.379,1.3763,1.3763
12/31/2013,1.3801,1.3742,1.3813,1.3743,1.3743
12/30/2013,1.3752,1.3728,1.3819,1.3801,1.3801
12/27/2013,1.3691,1.3688,1.3893,1.3749,1.3749
12/26/2013,1.3681,1.3664,1.3702,1.3691,1.3691
12/25/2013,1.368,1.365,1.3724,1.3681,1.3681
12/24/2013,1.3696,1.3655,1.3714,1.368,1.368
12/23/2013,1.3675,1.3668,1.3717,1.3696,1.3696
12/20/2013,1.3661,1.3625,1.3709,1.3673,1.3673
12/19/2013,1.3685,1.365,1.3694,1.3661,1.3661
12/18/2013,1.3768,1.3675,1.3811,1.3685,1.3685
12/17/2013,1.3761,1.3723,1.3782,1.3768,1.3768
12/16/2013,1.3741,1.3727,1.3799,1.3761,1.3761
12/13/2013,1.3753,1.3709,1.3769,1.3742,1.3742
12/12/2013,1.3786,1.3738,1.3803,1.3753,1.3753
12/11/2013,1.3761,1.3741,1.3811,1.3786,1.3786
12/10/2013,1.3739,1.3734,1.3795,1.3761,1.3761
12/9/2013,1.3706,1.3694,1.3746,1.3739,1.3739
12/6/2013,1.3667,1.3621,1.3706,1.3706,1.3706
12/5/2013,1.3593,1.3543,1.3677,1.3667,1.3667
12/4/2013,1.3588,1.3528,1.3605,1.3593,1.3593
12/3/2013,1.3542,1.3524,1.3614,1.3588,1.3588
12/2/2013,1.3594,1.3526,1.3616,1.3542,1.3542
11/29/2013,1.3606,1.358,1.3622,1.3591,1.3591
11/28/2013,1.3579,1.3564,1.3618,1.3606,1.3606
11/27/2013,1.3572,1.3558,1.3613,1.3579,1.3579
11/26/2013,1.3517,1.3516,1.3575,1.3572,1.3572
11/25/2013,1.355,1.349,1.356,1.3517,1.3517
11/22/2013,1.3482,1.3463,1.3558,1.3558,1.3558
11/21/2013,1.3439,1.34,1.3487,1.3482,1.3482
11/20/2013,1.3538,1.3415,1.3579,1.3439,1.3439
11/19/2013,1.3506,1.3488,1.3547,1.3538,1.3538
11/18/2013,1.3502,1.3475,1.3542,1.3506,1.3506
11/15/2013,1.3461,1.3432,1.3505,1.3496,1.3496
11/14/2013,1.3487,1.3419,1.3498,1.3461,1.3461
11/13/2013,1.3436,1.339,1.3495,1.3487,1.3487
11/12/2013,1.3407,1.3359,1.3456,1.3436,1.3436
11/11/2013,1.3358,1.3345,1.3416,1.3407,1.3407
11/8/2013,1.3419,1.3318,1.3438,1.3367,1.3367
11/7/2013,1.3513,1.3296,1.3529,1.3419,1.3419
11/6/2013,1.3474,1.3468,1.3548,1.3513,1.3513
11/5/2013,1.3514,1.3449,1.3523,1.3474,1.3474
11/4/2013,1.3489,1.3442,1.3524,1.3514,1.3514
11/1/2013,1.3584,1.348,1.359,1.3487,1.3487
10/31/2013,1.3736,1.3575,1.3739,1.3584,1.3584
10/30/2013,1.3745,1.3696,1.3785,1.3736,1.3736
10/29/2013,1.3785,1.3737,1.3813,1.3745,1.3745
10/28/2013,1.3805,1.3775,1.3818,1.3785,1.3785
10/25/2013,1.3801,1.3775,1.3832,1.3802,1.3802
10/24/2013,1.3776,1.3765,1.3825,1.3801,1.3801
10/23/2013,1.3781,1.3742,1.3793,1.3776,1.3776
10/22/2013,1.3681,1.3663,1.3792,1.3781,1.3781
10/21/2013,1.3684,1.3651,1.3691,1.3681,1.3681
10/18/2013,1.3675,1.3659,1.3704,1.3687,1.3687
10/17/2013,1.3535,1.3516,1.3682,1.3675,1.3675
10/16/2013,1.3524,1.3473,1.3568,1.3534,1.3534
10/15/2013,1.3561,1.348,1.3571,1.3524,1.3524
10/14/2013,1.3545,1.3544,1.3598,1.3561,1.3561
10/11/2013,1.352,1.3518,1.3582,1.3544,1.3544
10/10/2013,1.3524,1.3488,1.3547,1.352,1.352
10/9/2013,1.3573,1.3486,1.3605,1.3524,1.3524
10/8/2013,1.3581,1.3558,1.3607,1.3573,1.3573
10/7/2013,1.3554,1.3543,1.3591,1.3581,1.3581
10/4/2013,1.3619,1.3539,1.3632,1.3558,1.3558
10/3/2013,1.3579,1.3578,1.3646,1.3619,1.3619
10/2/2013,1.3526,1.3505,1.3607,1.3579,1.3579
10/1/2013,1.3527,1.3517,1.3588,1.3526,1.3526
9/30/2013,1.3494,1.3469,1.3556,1.3527,1.3527
9/27/2013,1.3489,1.3474,1.3565,1.3522,1.3522
9/26/2013,1.3526,1.3472,1.3532,1.3489,1.3489
9/25/2013,1.3474,1.3462,1.3537,1.3526,1.3526
9/24/2013,1.3493,1.3465,1.3519,1.3474,1.3474
9/23/2013,1.3541,1.348,1.3554,1.3493,1.3493
9/20/2013,1.353,1.3498,1.3549,1.3524,1.3524
9/19/2013,1.3521,1.3501,1.3569,1.353,1.353
9/18/2013,1.3359,1.3338,1.3542,1.3521,1.3521
9/17/2013,1.3334,1.3326,1.3369,1.3359,1.3359
9/16/2013,1.3307,1.3293,1.3386,1.3334,1.3334
9/13/2013,1.3299,1.3254,1.3321,1.3294,1.3294
9/12/2013,1.3311,1.3258,1.3325,1.3299,1.3299
9/11/2013,1.3268,1.3244,1.3325,1.3311,1.3311
9/10/2013,1.3255,1.323,1.3276,1.3268,1.3268
9/9/2013,1.3176,1.316,1.3281,1.3255,1.3255
9/6/2013,1.312,1.3105,1.3189,1.3178,1.3178
9/5/2013,1.3207,1.3111,1.3223,1.312,1.312
9/4/2013,1.317,1.3157,1.3218,1.3207,1.3207
9/3/2013,1.3192,1.3139,1.3197,1.317,1.317
9/2/2013,1.3228,1.3184,1.3236,1.3192,1.3192
8/30/2013,1.3241,1.3174,1.3255,1.3222,1.3222
8/29/2013,1.334,1.322,1.3343,1.3241,1.3241
8/28/2013,1.3393,1.3305,1.3398,1.334,1.334
8/27/2013,1.3368,1.3323,1.3399,1.3393,1.3393
8/26/2013,1.338,1.3357,1.3395,1.3368,1.3368
8/23/2013,1.3356,1.3334,1.341,1.3383,1.3383
8/22/2013,1.3355,1.3298,1.3373,1.3356,1.3356
8/21/2013,1.3417,1.3336,1.3427,1.3355,1.3355
8/20/2013,1.3335,1.3324,1.3452,1.3417,1.3417
8/19/2013,1.3331,1.3316,1.3375,1.3335,1.3335
8/16/2013,1.3347,1.3311,1.338,1.3329,1.3329
8/15/2013,1.3255,1.3206,1.3363,1.3347,1.3347
8/14/2013,1.3263,1.3239,1.328,1.3255,1.3255
8/13/2013,1.33,1.3234,1.3317,1.3263,1.3263
8/12/2013,1.3339,1.3277,1.3344,1.33,1.33
8/9/2013,1.3381,1.3333,1.3391,1.3342,1.3342
8/8/2013,1.3336,1.3328,1.34,1.3381,1.3381
8/7/2013,1.3305,1.3266,1.3345,1.3336,1.3336
8/6/2013,1.3258,1.3246,1.3323,1.3305,1.3305
8/5/2013,1.328,1.3233,1.33,1.3258,1.3258
8/2/2013,1.3207,1.319,1.3294,1.3276,1.3276
8/1/2013,1.3302,1.3194,1.3311,1.3207,1.3207
7/31/2013,1.3263,1.321,1.3345,1.3302,1.3302
7/30/2013,1.3262,1.3235,1.3302,1.3263,1.3263
7/29/2013,1.3278,1.3239,1.3295,1.3262,1.3262
7/26/2013,1.3277,1.3253,1.3297,1.3279,1.3279
7/25/2013,1.3201,1.3166,1.3296,1.3277,1.3277
7/24/2013,1.3223,1.3177,1.3256,1.3201,1.3201
7/23/2013,1.3186,1.3164,1.3239,1.3223,1.3223
7/22/2013,1.3146,1.3134,1.3218,1.3186,1.3186
7/19/2013,1.3109,1.3089,1.3154,1.3143,1.3143
7/18/2013,1.3125,1.3067,1.3128,1.3109,1.3109
7/17/2013,1.3162,1.3083,1.3177,1.3125,1.3125
7/16/2013,1.3062,1.3052,1.3174,1.3162,1.3162
7/15/2013,1.3073,1.2994,1.3085,1.3062,1.3062
7/12/2013,1.3097,1.3,1.31,1.3067,1.3067
7/11/2013,1.2978,1.2963,1.3207,1.3097,1.3097
7/10/2013,1.2781,1.2765,1.2984,1.2978,1.2978
7/9/2013,1.287,1.2755,1.2898,1.2781,1.2781
7/8/2013,1.2828,1.2811,1.2882,1.287,1.287
7/5/2013,1.2914,1.2806,1.2917,1.2829,1.2829
7/4/2013,1.3009,1.2883,1.3023,1.2914,1.2914
7/3/2013,1.2979,1.2923,1.3032,1.3009,1.3009
7/2/2013,1.3064,1.2964,1.3078,1.2979,1.2979
7/1/2013,1.301,1.3005,1.3067,1.3064,1.3064
6/28/2013,1.3038,1.2991,1.3103,1.301,1.301
6/27/2013,1.3012,1.3,1.3057,1.3038,1.3038
6/26/2013,1.3077,1.2985,1.3087,1.3012,1.3012
6/25/2013,1.312,1.3065,1.3151,1.3077,1.3077
6/24/2013,1.3117,1.3059,1.3144,1.312,1.312
6/21/2013,1.322,1.3099,1.3254,1.3122,1.3122
6/20/2013,1.3295,1.3161,1.3302,1.322,1.322
6/19/2013,1.3392,1.3262,1.3417,1.3295,1.3295
6/18/2013,1.3367,1.3326,1.3416,1.3392,1.3392
6/17/2013,1.3344,1.3319,1.3382,1.3367,1.3367
6/14/2013,1.3375,1.3295,1.3375,1.3347,1.3347
6/13/2013,1.3337,1.3279,1.339,1.3375,1.3375
6/12/2013,1.3313,1.3266,1.3359,1.3337,1.3337
6/11/2013,1.3257,1.3232,1.3318,1.3313,1.3313
6/10/2013,1.3215,1.3178,1.3269,1.3257,1.3257
6/7/2013,1.3246,1.3192,1.3285,1.3218,1.3218
6/6/2013,1.3093,1.3075,1.3306,1.3246,1.3246
6/5/2013,1.3081,1.3053,1.3116,1.3093,1.3093
6/4/2013,1.3076,1.3042,1.3101,1.3081,1.3081
6/3/2013,1.2986,1.2956,1.3108,1.3076,1.3076
5/31/2013,1.305,1.2944,1.306,1.2999,1.2999
5/30/2013,1.2941,1.2934,1.3061,1.305,1.305
5/29/2013,1.2856,1.2838,1.2978,1.2941,1.2941
5/28/2013,1.2931,1.285,1.295,1.2856,1.2856
5/27/2013,1.2933,1.2916,1.2949,1.2931,1.2931
5/24/2013,1.2934,1.2904,1.2993,1.2932,1.2932
5/23/2013,1.2858,1.2822,1.2957,1.2934,1.2934
5/22/2013,1.2906,1.2834,1.2998,1.2858,1.2858
5/21/2013,1.2883,1.2841,1.2934,1.2906,1.2906
5/20/2013,1.2821,1.2817,1.2901,1.2882,1.2882
5/17/2013,1.2882,1.2797,1.289,1.2839,1.2839
5/16/2013,1.2887,1.2847,1.293,1.2882,1.2882
5/15/2013,1.292,1.2843,1.2943,1.2887,1.2887
5/14/2013,1.2975,1.2912,1.3029,1.292,1.292
5/13/2013,1.296,1.2942,1.3,1.2975,1.2975
5/10/2013,1.3043,1.2936,1.3051,1.2989,1.2989
5/9/2013,1.3153,1.3011,1.3177,1.3043,1.3043
5/8/2013,1.3079,1.3072,1.3194,1.3153,1.3153
5/7/2013,1.3076,1.3068,1.3132,1.3079,1.3079
5/6/2013,1.3117,1.3054,1.3141,1.3076,1.3076
5/3/2013,1.3065,1.3033,1.3159,1.3114,1.3114
5/2/2013,1.318,1.3037,1.3218,1.3065,1.3065
5/1/2013,1.3168,1.316,1.3243,1.318,1.318
4/30/2013,1.3099,1.3055,1.3186,1.3168,1.3168
4/29/2013,1.3021,1.3021,1.3116,1.3099,1.3099
4/26/2013,1.3011,1.2991,1.3048,1.303,1.303
4/25/2013,1.3015,1.2989,1.3094,1.3011,1.3011
4/24/2013,1.2996,1.2955,1.3034,1.3015,1.3015
4/23/2013,1.3066,1.2973,1.3084,1.2996,1.2996
4/22/2013,1.3101,1.3015,1.3117,1.3066,1.3066
4/19/2013,1.3051,1.3047,1.3129,1.3052,1.3052
