 Date,DXY Close,DXY Adj. Close,DXY vs SPY Correlation,DXY Beta (DXY:SPY)
1/22/2015,94.08,94.08,0.26,0.1
1/21/2015,92.9,92.9,0.31,0.09
1/20/2015,93.05,93.05,0.29,0.09
1/19/2015,92.52,92.52,,
1/16/2015,92.52,92.52,0.23,0.08
1/15/2015,92.35,92.35,0.42,0.08
1/14/2015,92.16,92.16,0.43,0.09
1/13/2015,92.31,92.31,0.44,0.09
1/12/2015,91.98,91.98,0.49,0.09
1/9/2015,91.94,91.94,0.48,0.09
1/8/2015,92.37,92.37,0.51,0.09
1/7/2015,91.89,91.89,0.47,0.08
1/6/2015,91.5,91.5,0.49,0.08
1/5/2015,91.38,91.38,0.56,0.08
1/2/2015,91.08,91.08,0.6,0.09
1/1/2015,90.27,90.27,,
12/31/2014,90.27,90.27,0.66,0.08
12/30/2014,89.99,89.99,0.65,0.08
12/29/2014,90.19,90.19,0.66,0.08
12/26/2014,90.03,90.03,0.61,0.08
12/25/2014,89.97,89.97,,
12/24/2014,89.97,89.97,0.58,0.08
12/23/2014,90.06,90.06,0.58,0.08
12/22/2014,89.77,89.77,0.56,0.08
12/19/2014,89.6,89.6,0.58,0.08
12/18/2014,89.23,89.23,0.7,0.08
12/17/2014,89.13,89.13,0.59,0.08
12/16/2014,88.13,88.13,0.48,0.07
12/15/2014,88.46,88.46,0.5,0.06
12/12/2014,88.36,88.36,0.48,0.06
12/11/2014,88.66,88.66,0.45,0.06
12/10/2014,88.27,88.27,0.37,0.06
12/9/2014,88.69,88.69,0.35,0.05
12/8/2014,89.04,89.04,0.3,0.05
12/5/2014,89.33,89.33,0.3,0.05
12/4/2014,88.7,88.7,0.32,0.05
12/3/2014,88.96,88.96,0.35,0.05
12/2/2014,88.65,88.65,0.31,0.05
12/1/2014,87.95,87.95,0.17,0.05
11/28/2014,88.36,88.36,0.53,0.04
11/27/2014,87.61,87.61,,
11/26/2014,87.61,87.61,0.55,0.04
11/25/2014,87.92,87.92,0.43,0.05
11/24/2014,88.15,88.15,0.31,0.04
11/21/2014,88.31,88.31,0.3,0.04
11/20/2014,87.59,87.59,0.25,0.04
11/19/2014,87.65,87.65,0.23,0.04
11/18/2014,87.58,87.58,0.15,0.04
11/17/2014,87.93,87.93,0.23,0.04
11/14/2014,87.53,87.53,0.16,0.04
11/13/2014,87.67,87.67,0.14,0.04
11/12/2014,87.82,87.82,0.2,0.04
11/11/2014,87.53,87.53,0.32,0.04
11/10/2014,87.81,87.81,0.31,0.04
11/7/2014,87.64,87.64,0.4,0.04
11/6/2014,88.01,88.01,0.31,0.04
11/5/2014,87.44,87.44,0.21,0.03
11/4/2014,86.98,86.98,0.07,0.03
11/3/2014,87.31,87.31,0.15,0.03
10/31/2014,86.92,86.92,0.07,0.03
10/30/2014,86.15,86.15,0.16,0.02
10/29/2014,85.95,85.95,0.18,0.02
10/28/2014,85.41,85.41,0.18,0.02
10/27/2014,85.5,85.5,0.17,0.02
10/24/2014,85.73,85.73,0.18,0.02
10/23/2014,85.84,85.84,0.21,0.02
10/22/2014,85.74,85.74,0.21,0.02
10/21/2014,85.3,85.3,0.18,0.02
10/20/2014,84.95,84.95,0.22,0.02
10/17/2014,85.11,85.11,0.2,0.02
10/16/2014,84.95,84.95,0.2,0.01
10/15/2014,85.15,85.15,0.17,0.01
10/14/2014,85.82,85.82,0.17,0
10/13/2014,85.53,85.53,0.06,0
10/10/2014,85.91,85.91,0.1,0
10/9/2014,85.52,85.52,0.17,0
10/8/2014,85.3,85.3,0.35,0.01
10/7/2014,85.67,85.67,0.28,0.01
10/6/2014,85.93,85.93,0.33,0.01
10/3/2014,86.69,86.69,0.05,0.01
10/2/2014,85.6,85.6,0.04,0
10/1/2014,85.97,85.97,-0.01,0
9/30/2014,85.94,85.94,0,0
9/29/2014,85.59,85.59,-0.01,0
9/26/2014,85.64,85.64,-0.08,0
9/25/2014,85.19,85.19,-0.08,0
9/24/2014,85.04,85.04,-0.18,0
9/23/2014,84.66,84.66,-0.24,0
9/22/2014,84.75,84.75,-0.27,0
9/19/2014,84.73,84.73,-0.21,0
9/18/2014,84.32,84.32,-0.2,0
9/17/2014,84.34,84.34,-0.18,-0.01
9/16/2014,84.07,84.07,0,-0.01
9/15/2014,84.26,84.26,-0.01,-0.01
9/12/2014,84.24,84.24,-0.06,-0.01
9/11/2014,84.3,84.3,-0.09,-0.01
9/10/2014,84.28,84.28,-0.08,-0.01
9/9/2014,84.28,84.28,-0.12,-0.01
9/8/2014,84.23,84.23,-0.03,-0.01
9/5/2014,83.74,83.74,-0.1,-0.01
9/4/2014,83.82,83.82,0.13,-0.01
9/3/2014,82.86,82.86,0.08,-0.01
9/2/2014,82.99,82.99,0.17,-0.01
9/1/2014,82.75,82.75,,
8/29/2014,82.75,82.75,0.14,-0.01
8/28/2014,82.48,82.48,0.2,-0.01
8/27/2014,82.43,82.43,0.17,-0.01
8/26/2014,82.65,82.65,0.16,0
8/25/2014,82.55,82.55,0.09,-0.01
8/22/2014,82.34,82.34,0.1,-0.01
8/21/2014,82.15,82.15,0.1,0
8/20/2014,82.23,82.23,0.06,-0.01
8/19/2014,81.88,81.88,-0.03,-0.01
8/18/2014,81.58,81.58,-0.04,-0.01
8/15/2014,81.42,81.42,-0.04,-0.01
8/14/2014,81.59,81.59,-0.04,0
8/13/2014,81.6,81.6,0.02,0
8/12/2014,81.5,81.5,0.06,0
8/11/2014,81.47,81.47,0.06,0
8/8/2014,81.45,81.45,0.17,0
8/7/2014,81.52,81.52,0.18,0
8/6/2014,81.44,81.44,0.15,0
8/5/2014,81.33,81.33,0.01,0
8/4/2014,81.33,81.33,0.06,0
8/1/2014,81.3,81.3,0.05,0
7/31/2014,81.46,81.46,0.08,0.01
7/30/2014,81.43,81.43,0.08,0.01
7/29/2014,81.21,81.21,0.12,0.01
7/28/2014,81.03,81.03,0.13,0.01
7/25/2014,81.03,81.03,0.15,0.01
7/24/2014,80.87,80.87,0.15,0.01
7/23/2014,80.82,80.82,0.11,0.01
7/22/2014,80.78,80.78,0.03,0.01
7/21/2014,80.56,80.56,0.04,0.01
7/18/2014,80.52,80.52,0.03,0.01
7/17/2014,80.5,80.5,-0.06,0.01
7/16/2014,80.56,80.56,-0.13,0.01
7/15/2014,80.39,80.39,-0.05,0.01
7/14/2014,80.19,80.19,-0.06,0.01
7/11/2014,80.19,80.19,-0.06,0.01
7/10/2014,80.13,80.13,0.13,-0.01
7/9/2014,79.99,79.99,0.2,0
7/8/2014,80.18,80.18,0.19,0
7/7/2014,80.22,80.22,0.2,0
7/4/2014,80.27,80.27,,
7/3/2014,80.21,80.21,0.13,0.01
7/2/2014,79.96,79.96,-0.02,0.01
7/1/2014,79.81,79.81,-0.05,0.01
6/30/2014,79.78,79.78,-0.07,0.01
6/27/2014,80.02,80.02,-0.04,0.01
6/26/2014,80.22,80.22,-0.05,0.01
6/25/2014,80.22,80.22,-0.04,0.01
6/24/2014,80.33,80.33,-0.04,0.01
6/23/2014,80.27,80.27,-0.07,0.01
6/20/2014,80.37,80.37,-0.02,0.01
6/19/2014,80.32,80.32,-0.03,0
6/18/2014,80.58,80.58,0.03,-0.02
6/17/2014,80.63,80.63,0,-0.02
6/16/2014,80.47,80.47,-0.03,-0.02
6/13/2014,80.58,80.58,-0.02,-0.01
6/12/2014,80.58,80.58,-0.1,-0.02
6/11/2014,80.77,80.77,-0.08,-0.02
6/10/2014,80.82,80.82,-0.07,-0.01
6/9/2014,80.65,80.65,-0.08,-0.01
6/6/2014,80.41,80.41,-0.07,-0.01
6/5/2014,80.37,80.37,0.03,-0.02
6/4/2014,80.66,80.66,0.03,-0.01
6/3/2014,80.55,80.55,0.26,-0.01
6/2/2014,80.64,80.64,0.27,-0.02
5/30/2014,80.37,80.37,0.28,-0.02
5/29/2014,80.49,80.49,0.32,-0.02
5/28/2014,80.57,80.57,0.27,-0.02
5/27/2014,80.35,80.35,0.31,-0.02
5/26/2014,80.39,80.39,,
5/23/2014,80.39,80.39,0.28,-0.02
5/22/2014,80.25,80.25,0.29,-0.01
5/21/2014,80.09,80.09,0.28,-0.02
5/20/2014,80.04,80.04,0.31,-0.02
5/19/2014,79.99,79.99,0.31,-0.02
5/16/2014,80.04,80.04,0.32,-0.01
5/15/2014,80,80,0.31,-0.01
5/14/2014,80.07,80.07,0.26,-0.01
5/13/2014,80.14,80.14,0.29,-0.01
5/12/2014,79.9,79.9,0.38,-0.01
5/9/2014,79.9,79.9,0.39,-0.01
5/8/2014,79.36,79.36,0.41,-0.01
5/7/2014,79.2,79.2,0.23,-0.01
5/6/2014,79.09,79.09,0.01,-0.01
5/5/2014,79.49,79.49,0.08,-0.02
5/2/2014,79.52,79.52,0.08,-0.02
5/1/2014,79.53,79.53,0.06,-0.01
4/30/2014,79.47,79.47,0.12,-0.01
4/29/2014,79.81,79.81,0.1,-0.01
4/28/2014,79.68,79.68,0.08,-0.01
4/25/2014,79.75,79.75,0.09,-0.01
4/24/2014,79.8,79.8,0.08,-0.01
4/23/2014,79.86,79.86,0.05,-0.01
4/22/2014,79.91,79.91,0.05,-0.01
4/21/2014,79.94,79.94,0.06,-0.01
4/18/2014,79.83,79.83,,
4/17/2014,79.83,79.83,0.08,-0.01
4/16/2014,79.8,79.8,0.12,-0.01
4/15/2014,79.8,79.8,0.01,-0.02
4/14/2014,79.73,79.73,-0.06,-0.03
4/11/2014,79.45,79.45,-0.06,-0.04
4/10/2014,79.38,79.38,-0.12,-0.03
4/9/2014,79.48,79.48,-0.03,-0.04
4/8/2014,79.75,79.75,0.06,-0.03
4/7/2014,80.23,80.23,-0.03,-0.03
4/4/2014,80.42,80.42,-0.08,-0.03
4/3/2014,80.47,80.47,-0.07,-0.03
4/2/2014,80.22,80.22,-0.12,-0.03
4/1/2014,80.09,80.09,-0.12,-0.03
3/31/2014,80.1,80.1,-0.03,-0.03
3/28/2014,80.18,80.18,-0.14,-0.03
3/27/2014,80.11,80.11,-0.17,-0.03
3/26/2014,80.03,80.03,-0.17,-0.03
3/25/2014,79.94,79.94,-0.17,-0.03
3/24/2014,79.93,79.93,-0.19,-0.03
3/21/2014,80.11,80.11,-0.24,-0.03
3/20/2014,80.19,80.19,-0.28,-0.03
3/19/2014,80,80,-0.13,-0.03
3/18/2014,79.41,79.41,-0.2,-0.03
3/17/2014,79.39,79.39,-0.2,-0.04
3/14/2014,79.45,79.45,-0.25,-0.03
3/13/2014,79.62,79.62,-0.3,-0.03
3/12/2014,79.61,79.61,-0.31,-0.03
3/11/2014,79.74,79.74,-0.27,-0.03
3/10/2014,79.77,79.77,-0.26,-0.04
3/7/2014,79.72,79.72,-0.29,-0.03
3/6/2014,79.66,79.66,-0.34,-0.03
3/5/2014,80.11,80.11,-0.33,-0.03
3/4/2014,80.17,80.17,-0.4,-0.03
3/3/2014,80.08,80.08,0.05,-0.03
2/28/2014,79.69,79.69,-0.02,-0.03
2/27/2014,80.28,80.28,0.15,-0.03
2/26/2014,80.43,80.43,0.19,-0.03
2/25/2014,80.14,80.14,0.19,-0.03
2/24/2014,80.2,80.2,0.18,-0.03
2/21/2014,80.24,80.24,0.13,-0.03
2/20/2014,80.29,80.29,0.2,-0.04
2/19/2014,80.14,80.14,0.23,-0.04
2/18/2014,80.01,80.01,0.23,-0.04
2/17/2014,80.14,80.14,,
2/14/2014,80.15,80.15,0.21,-0.04
2/13/2014,80.32,80.32,0.26,-0.04
2/12/2014,80.68,80.68,0.29,-0.04
2/11/2014,80.64,80.64,0.32,-0.04
2/10/2014,80.64,80.64,0.34,-0.04
2/7/2014,80.69,80.69,0.38,-0.04
2/6/2014,80.91,80.91,0.44,-0.04
2/5/2014,81.04,81.04,0.45,-0.04
2/4/2014,81.12,81.12,0.46,-0.04
2/3/2014,81.01,81.01,0.39,-0.05
1/31/2014,81.31,81.31,0.42,-0.05
1/30/2014,81.08,81.08,0.15,-0.05
1/29/2014,80.5,80.5,0.13,-0.06
1/28/2014,80.57,80.57,0.11,-0.06
1/27/2014,80.52,80.52,0.11,-0.06
1/24/2014,80.46,80.46,0.17,-0.06
1/23/2014,80.44,80.44,-0.05,-0.06
1/22/2014,81.17,81.17,-0.08,-0.07
1/21/2014,81.1,81.1,-0.06,-0.07
1/20/2014,81.22,81.22,,
1/17/2014,81.22,81.22,-0.04,-0.07
1/16/2014,80.91,80.91,-0.05,-0.07
1/15/2014,81.03,81.03,-0.08,-0.07
1/14/2014,80.66,80.66,-0.16,-0.07
1/13/2014,80.51,80.51,-0.3,-0.07
1/10/2014,80.66,80.66,-0.34,-0.08
1/9/2014,81,81,-0.24,-0.08
1/8/2014,81.02,81.02,-0.2,-0.08
1/7/2014,80.83,80.83,-0.25,-0.08
1/6/2014,80.65,80.65,-0.23,-0.08
1/3/2014,80.79,80.79,-0.14,-0.08
1/2/2014,80.63,80.63,0.11,-0.08
1/1/2014,80.03,80.03,,
12/31/2013,80.03,80.03,0.09,-0.07
12/30/2013,80,80,0.04,-0.07
12/27/2013,80.39,80.39,0.04,-0.07
12/26/2013,80.48,80.48,0.04,-0.07
12/25/2013,80.45,80.45,,
12/24/2013,80.45,80.45,0.04,-0.07
12/23/2013,80.45,80.45,0.05,-0.07
12/20/2013,80.58,80.58,-0.02,-0.07
12/19/2013,80.63,80.63,0.02,-0.07
12/18/2013,80.11,80.11,-0.11,-0.07
12/17/2013,80.06,80.06,-0.1,-0.07
12/16/2013,80.07,80.07,-0.07,-0.07
12/13/2013,80.21,80.21,-0.1,-0.07
12/12/2013,80.21,80.21,-0.01,-0.07
12/11/2013,79.89,79.89,-0.11,-0.07
12/10/2013,79.97,79.97,-0.16,-0.07
12/9/2013,80.13,80.13,-0.15,-0.07
12/6/2013,80.31,80.31,0.1,-0.07
12/5/2013,80.23,80.23,-0.19,-0.07
12/4/2013,80.62,80.62,-0.24,-0.08
12/3/2013,80.92,80.92,-0.26,-0.08
12/2/2013,80.92,80.92,-0.25,-0.07
11/29/2013,80.68,80.68,-0.21,-0.07
11/28/2013,80.72,80.72,,
11/27/2013,80.72,80.72,-0.25,-0.07
11/26/2013,80.61,80.61,-0.29,-0.07
11/25/2013,80.92,80.92,-0.23,-0.07
11/22/2013,80.71,80.71,-0.19,-0.07
11/21/2013,81.07,81.07,-0.18,-0.08
11/20/2013,81.11,81.11,-0.14,-0.08
11/19/2013,80.7,80.7,-0.16,-0.08
11/18/2013,80.83,80.83,-0.24,-0.08
11/15/2013,80.85,80.85,-0.22,-0.08
11/14/2013,81.02,81.02,-0.23,-0.08
11/13/2013,80.93,80.93,-0.27,-0.08
11/12/2013,81.19,81.19,-0.25,-0.08
11/11/2013,81.09,81.09,-0.29,-0.08
11/8/2013,81.3,81.3,-0.48,-0.08
11/7/2013,80.84,80.84,-0.42,-0.09
11/6/2013,80.48,80.48,-0.29,-0.08
11/5/2013,80.71,80.71,-0.29,-0.08
11/4/2013,80.55,80.55,-0.29,-0.08
11/1/2013,80.72,80.72,-0.24,-0.09
10/31/2013,80.19,80.19,-0.14,-0.09
10/30/2013,79.78,79.78,-0.06,-0.08
10/29/2013,79.61,79.61,-0.08,-0.08
10/28/2013,79.25,79.25,-0.08,-0.08
10/25/2013,79.19,79.19,-0.08,-0.08
10/24/2013,79.19,79.19,-0.05,-0.09
10/23/2013,79.26,79.26,-0.02,-0.09
10/22/2013,79.23,79.23,0.04,-0.09
10/21/2013,79.69,79.69,0.03,-0.09
10/18/2013,79.65,79.65,0.01,-0.09
10/17/2013,79.65,79.65,0.16,-0.09
10/16/2013,80.47,80.47,0.17,-0.09
10/15/2013,80.48,80.48,-0.1,-0.09
10/14/2013,80.26,80.26,-0.1,-0.09
10/11/2013,80.41,80.41,-0.12,-0.09
10/10/2013,80.42,80.42,-0.21,-0.09
10/9/2013,80.38,80.38,-0.25,-0.09
10/8/2013,80.06,80.06,-0.22,-0.09
10/7/2013,79.94,79.94,-0.22,-0.1
10/4/2013,80.13,80.13,-0.44,-0.1
10/3/2013,79.75,79.75,-0.46,-0.1
10/2/2013,79.9,79.9,-0.41,-0.1
10/1/2013,80.14,80.14,-0.43,-0.1
9/30/2013,80.22,80.22,-0.38,-0.11
9/27/2013,80.29,80.29,-0.45,-0.11
9/26/2013,80.52,80.52,-0.44,-0.11
9/25/2013,80.33,80.33,-0.45,-0.11
9/24/2013,80.56,80.56,-0.26,-0.11
9/23/2013,80.45,80.45,-0.26,-0.11
9/20/2013,80.43,80.43,-0.26,-0.11
9/19/2013,80.37,80.37,-0.17,-0.11
9/18/2013,80.24,80.24,-0.03,-0.11
9/17/2013,81.14,81.14,-0.05,-0.1
9/16/2013,81.3,81.3,-0.02,-0.11
9/13/2013,81.45,81.45,-0.02,-0.11
9/12/2013,81.49,81.49,0.17,-0.11
9/11/2013,81.52,81.52,0.2,-0.11
9/10/2013,81.82,81.82,0.23,-0.11
9/9/2013,81.79,81.79,0.36,-0.11
9/6/2013,82.15,82.15,0.41,-0.11
9/5/2013,82.63,82.63,0.33,-0.11
9/4/2013,82.17,82.17,0.43,-0.11
9/3/2013,82.36,82.36,0.42,-0.11
9/2/2013,82.09,82.09,,
8/30/2013,82.09,82.09,0.42,-0.11
8/29/2013,81.95,81.95,0.33,-0.11
8/28/2013,81.43,81.43,0.49,-0.11
8/27/2013,81.17,81.17,0.45,-0.11
8/26/2013,81.41,81.41,0.46,-0.12
8/23/2013,81.36,81.36,0.48,-0.12
8/22/2013,81.49,81.49,0.41,-0.11
8/21/2013,81.21,81.21,0.45,-0.12
8/20/2013,80.91,80.91,0.48,-0.11
8/19/2013,81.23,81.23,0.49,-0.11
8/16/2013,81.26,81.26,0.46,-0.11
8/15/2013,81.18,81.18,0.35,-0.11
8/14/2013,81.71,81.71,0.38,-0.12
8/13/2013,81.77,81.77,0.37,-0.12
8/12/2013,81.33,81.33,0.44,-0.13
8/9/2013,81.13,81.13,0.5,-0.12
8/8/2013,80.98,80.98,0.53,-0.12
8/7/2013,81.29,81.29,-0.06,-0.12
8/6/2013,81.6,81.6,-0.08,-0.14
8/5/2013,81.88,81.88,0,-0.14
8/2/2013,81.91,81.91,-0.02,-0.14
8/1/2013,82.34,82.34,0.02,-0.14
7/31/2013,81.45,81.45,0.02,-0.15
7/30/2013,81.83,81.83,-0.01,-0.15
7/29/2013,81.66,81.66,0,-0.15
7/26/2013,81.66,81.66,-0.05,-0.15
7/25/2013,81.97,81.97,-0.05,-0.16
7/24/2013,82.29,82.29,0.07,-0.16
7/23/2013,81.94,81.94,0.06,-0.16
7/22/2013,82.22,82.22,0.04,-0.16
7/19/2013,82.62,82.62,-0.01,-0.16
7/18/2013,82.82,82.82,-0.15,-0.16
7/17/2013,82.71,82.71,-0.25,-0.16
7/16/2013,82.5,82.5,-0.31,-0.16
7/15/2013,83.04,83.04,-0.3,-0.16
7/12/2013,82.99,82.99,-0.28,-0.16
7/11/2013,82.75,82.75,-0.17,-0.16
7/10/2013,84.04,84.04,-0.14,-0.15
7/9/2013,84.58,84.58,-0.06,-0.16
7/8/2013,84.19,84.19,-0.04,-0.16
7/5/2013,84.44,84.44,-0.23,-0.16
7/4/2013,83.23,83.23,,
7/3/2013,83.23,83.23,-0.31,-0.17
7/2/2013,83.54,83.54,-0.27,-0.19
7/1/2013,83.05,83.05,-0.26,-0.19
6/28/2013,83.14,83.14,-0.29,-0.19
6/27/2013,82.9,82.9,-0.3,-0.19
6/26/2013,82.98,82.98,-0.4,-0.18
6/25/2013,82.58,82.58,-0.42,-0.19
6/24/2013,82.42,82.42,-0.35,-0.2
6/21/2013,82.41,82.41,-0.37,-0.2
6/20/2013,81.92,81.92,-0.23,-0.2
6/19/2013,81.43,81.43,-0.13,-0.2
6/18/2013,80.61,80.61,-0.12,-0.19
6/17/2013,80.79,80.79,-0.17,-0.19
6/14/2013,80.62,80.62,-0.03,-0.19
6/13/2013,80.75,80.75,-0.01,-0.19
6/12/2013,80.95,80.95,0.02,-0.19
6/11/2013,81.11,81.11,0.02,-0.19
6/10/2013,81.65,81.65,0.02,-0.19
6/7/2013,81.67,81.67,0,-0.2
6/6/2013,81.54,81.54,0.14,-0.2
6/5/2013,82.59,82.59,0.06,-0.19
6/4/2013,82.77,82.77,0.06,-0.19
6/3/2013,82.66,82.66,0.14,-0.19
5/31/2013,83.26,83.26,0.19,-0.19
5/30/2013,83.04,83.04,0.32,-0.19
5/29/2013,83.66,83.66,0.3,-0.18
5/28/2013,84.1,84.1,0.27,-0.19
5/27/2013,83.7,83.7,,
5/24/2013,83.7,83.7,0.21,-0.19
5/23/2013,83.8,83.8,0.18,-0.19
5/22/2013,84.35,84.35,0.29,-0.19
5/21/2013,83.86,83.86,0.29,-0.19
5/20/2013,83.74,83.74,0.3,-0.18
5/17/2013,84.25,84.25,0.22,-0.18
5/16/2013,83.59,83.59,0.18,-0.19
5/15/2013,83.83,83.83,0.21,-0.19
5/14/2013,83.59,83.59,-0.19,-0.2
5/13/2013,83.28,83.28,-0.31,-0.2
5/10/2013,83.14,83.14,-0.33,-0.2
5/9/2013,82.79,82.79,-0.32,-0.2
5/8/2013,81.9,81.9,-0.31,-0.2
5/7/2013,82.25,82.25,-0.26,-0.2
5/6/2013,82.31,82.31,-0.27,-0.2
5/3/2013,82.1,82.1,-0.23,-0.2
5/2/2013,82.22,82.22,-0.35,-0.2
5/1/2013,81.48,81.48,-0.4,-0.2
4/30/2013,81.75,81.75,-0.36,-0.21
4/29/2013,82.15,82.15,-0.32,-0.21
4/26/2013,82.47,82.47,-0.31,-0.21
4/25/2013,82.74,82.74,-0.3,-0.21
4/24/2013,83.05,83.05,-0.3,-0.21
4/23/2013,83.05,83.05,-0.37,-0.21
4/22/2013,82.68,82.68,-0.38,-0.21
4/19/2013,82.71,82.71,-0.43,-0.21
4/18/2013,82.56,82.56,-0.43,-0.21
4/17/2013,82.68,82.68,-0.29,-0.21
4/16/2013,81.75,81.75,-0.13,-0.21
4/15/2013,82.42,82.42,-0.04,-0.2
4/12/2013,82.13,82.13,0.05,-0.21
4/11/2013,82.25,82.25,0.03,-0.21
4/10/2013,82.53,82.53,-0.05,-0.2
4/9/2013,82.31,82.31,0,-0.2
4/8/2013,82.75,82.75,-0.09,-0.2
4/5/2013,82.5,82.5,-0.02,-0.21
4/4/2013,82.68,82.68,-0.03,-0.21
4/3/2013,82.72,82.72,-0.11,-0.21
4/2/2013,82.92,82.92,-0.16,-0.21
4/1/2013,82.73,82.73,-0.23,-0.21
3/29/2013,83.22,83.22,,
3/28/2013,82.99,82.99,-0.2,-0.21
3/27/2013,83.22,83.22,-0.22,-0.22
3/26/2013,82.88,82.88,-0.3,-0.22
3/25/2013,82.83,82.83,-0.24,-0.22
3/22/2013,82.53,82.53,-0.22,-0.22
3/21/2013,82.74,82.74,-0.27,-0.21
3/20/2013,82.78,82.78,-0.28,-0.22
3/19/2013,82.99,82.99,-0.37,-0.21
3/18/2013,82.69,82.69,-0.35,-0.22
3/15/2013,82.13,82.13,-0.49,-0.21
3/14/2013,82.61,82.61,-0.47,-0.21
3/13/2013,82.89,82.89,-0.48,-0.21
3/12/2013,82.58,82.58,-0.48,-0.21
3/11/2013,82.57,82.57,-0.47,-0.21
3/8/2013,82.72,82.72,-0.57,-0.21
3/7/2013,82.08,82.08,-0.61,-0.21
3/6/2013,82.46,82.46,-0.63,-0.21
3/5/2013,82.09,82.09,-0.62,-0.21
3/4/2013,82.19,82.19,-0.64,-0.21
3/1/2013,82.28,82.28,-0.67,-0.22
2/28/2013,81.95,81.95,-0.64,-0.22
2/27/2013,81.6,81.6,-0.48,-0.22
2/26/2013,81.87,81.87,-0.53,-0.22
2/25/2013,81.67,81.67,-0.56,-0.22
2/22/2013,81.46,81.46,-0.59,-0.22
2/21/2013,81.46,81.46,-0.56,-0.22
2/20/2013,81.07,81.07,-0.39,-0.22
2/19/2013,80.47,80.47,-0.39,-0.22
2/18/2013,80.58,80.58,,
2/15/2013,80.58,80.58,-0.34,-0.22
2/14/2013,80.46,80.46,-0.38,-0.22
2/13/2013,80.09,80.09,-0.38,-0.22
2/12/2013,80.11,80.11,-0.39,-0.22
2/11/2013,80.31,80.31,-0.37,-0.22
2/8/2013,80.21,80.21,-0.35,-0.22
2/7/2013,80.19,80.19,-0.43,-0.22
2/6/2013,79.72,79.72,-0.41,-0.22
2/5/2013,79.49,79.49,-0.45,-0.22
2/4/2013,79.55,79.55,-0.25,-0.22
2/1/2013,79.21,79.21,-0.29,-0.22
1/31/2013,79.21,79.21,-0.38,-0.22
1/30/2013,79.28,79.28,-0.19,-0.22
1/29/2013,79.56,79.56,-0.13,-0.22
1/28/2013,79.75,79.75,-0.14,-0.22
1/25/2013,79.75,79.75,-0.12,-0.22
1/24/2013,79.95,79.95,-0.11,-0.22
1/23/2013,79.92,79.92,-0.11,-0.22
1/22/2013,79.87,79.87,-0.21,-0.22
1/21/2013,80.04,80.04,,
1/18/2013,80.04,80.04,-0.23,-0.22
1/17/2013,79.65,79.65,-0.19,-0.23
1/16/2013,79.8,79.8,-0.23,-0.23
1/15/2013,79.78,79.78,-0.22,-0.23
1/14/2013,79.49,79.49,-0.18,-0.23
1/11/2013,79.56,79.56,-0.2,-0.23
1/10/2013,79.74,79.74,-0.12,-0.23
1/9/2013,80.56,80.56,-0.16,-0.23
1/8/2013,80.34,80.34,-0.15,-0.23
1/7/2013,80.26,80.26,-0.18,-0.23
1/4/2013,80.5,80.5,-0.15,-0.23
1/3/2013,80.38,80.38,-0.11,-0.23
1/2/2013,79.84,79.84,-0.17,-0.23
1/1/2013,79.77,79.77,,
12/31/2012,79.77,79.77,-0.22,-0.24
12/28/2012,79.68,79.68,-0.2,-0.25
12/27/2012,79.62,79.62,-0.21,-0.25
12/26/2012,79.62,79.62,-0.21,-0.25
12/25/2012,79.64,79.64,,
12/24/2012,79.64,79.64,-0.24,-0.25
12/21/2012,79.62,79.62,0,-0.25
12/20/2012,79.26,79.26,-0.29,-0.24
12/19/2012,79.27,79.27,-0.31,-0.24
12/18/2012,79.36,79.36,-0.29,-0.24
12/17/2012,79.57,79.57,-0.43,-0.24
12/14/2012,79.58,79.58,-0.47,-0.25
12/13/2012,79.93,79.93,-0.46,-0.25
12/12/2012,79.81,79.81,-0.42,-0.26
12/11/2012,80.06,80.06,-0.41,-0.26
12/10/2012,80.33,80.33,-0.41,-0.25
12/7/2012,80.41,80.41,-0.42,-0.25
12/6/2012,80.26,80.26,-0.51,-0.25
12/5/2012,79.77,79.77,-0.54,-0.25
12/4/2012,79.64,79.64,-0.56,-0.26
12/3/2012,79.88,79.88,-0.6,-0.26
11/30/2012,80.15,80.15,-0.61,-0.25
11/29/2012,80.2,80.2,-0.56,-0.25
11/28/2012,80.34,80.34,-0.55,-0.25
11/27/2012,80.4,80.4,-0.54,-0.25
11/26/2012,80.25,80.25,-0.53,-0.26
11/23/2012,80.19,80.19,-0.43,-0.26
11/22/2012,80.93,80.93,,
11/21/2012,80.93,80.93,-0.48,-0.25
11/20/2012,80.96,80.96,-0.48,-0.25
11/19/2012,80.87,80.87,-0.33,-0.25
11/16/2012,81.26,81.26,-0.33,-0.25
11/15/2012,81.08,81.08,-0.39,-0.25
11/14/2012,81.06,81.06,-0.52,-0.25
11/13/2012,81.08,81.08,-0.5,-0.26
11/12/2012,81.03,81.03,-0.48,-0.26
11/9/2012,81.03,81.03,-0.51,-0.27
11/8/2012,80.79,80.79,-0.51,-0.27
11/7/2012,80.76,80.76,-0.59,-0.27
11/6/2012,80.61,80.61,-0.58,-0.28
11/5/2012,80.75,80.75,-0.6,-0.28
11/2/2012,80.59,80.59,-0.59,-0.28
11/1/2012,80.05,80.05,-0.63,-0.28
10/31/2012,79.92,79.92,-0.63,-0.29
10/30/2012,79.93,79.93,,
10/29/2012,80.23,80.23,,
